Delf M,Delf F,Helf M,Helf F,Welf M,Welf F,Orc M,Orc F,Khj M,Khj F,Arg M,Arg F,Imp M,Imp F,Nrd M,Nrd F,Brt M,Brt F,Rdg M,Rdg F,InfoId,SpeakerId,SpeakerName,Race,Gender,Faction,Rank,Type,PCRank,GenRank,GenCell,GenClass,GenFaction,Dialogue
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_89714850197875326,,,,,,,Topic,,,"Sadrith Mora, Telvanni Council House",,Telvanni,You have already joined House Telvanni. Your decision is not reversible.
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_2783228222687730098,,,,,,,Topic,,,"Sadrith Mora, Telvanni Council House",,Telvanni,"You have the skills we seek, but you have no done enough chores for House Telvanni."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_2435311565480812037,,,,,,,Topic,,,"Sadrith Mora, Telvanni Council House",,Telvanni,You must speak with one of the Mouths.
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_718616131802927955,,,,,,,Topic,,,"Sadrith Mora, Telvanni Council House",,Telvanni,"You've done plenty of chores, but you don't meet our requirements."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_2821514075163899792,,,,,,,Topic,,,,Noble,Telvanni,"I am a noble of Great House Telvanni. I rule my lands and kinsmen by superior right of wit, will, wealth, and wisdom. In the ancient arcane traditions of House Telvanni, I am a wizard, skilled in all the crafts of war and rulership. By my own craft and dominion, I bring prosperity and power to my tower, honor to my house, and security to my kinsmen and retainers. So long as none dare challenge my sorcerous mastery, I thereby insure the health, wealth, and security of my house and its people."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_2683014263165235399,,,,,,,Topic,,,,,Telvanni,"A Hortator is a champion who leads by inspiration. He challenges opposing heroes in single combat. He goes on long, desperate quests. He goes alone into the citadels of the enemy. He confronts the dangers no one else in the House is strong enough... or courageous enough... to face."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_28978302621121425926,,,,,,,Topic,,,,,Telvanni,"A Hortator is chosen by consensus. Everyone has to agree. A single 'no' is a veto. First a Great House has to choose a Hortator. Then that Hortator has to go persuade the other Great Houses to agree to name him Hortator of their houses, too."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_259876592925710398,,,,,,,Greeting,,,,,Telvanni,A vampire. How quaint. There are certain experiments I've had in mind for one of your kind. What is it you want?
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_490151462636115053,,,,,,,Topic,,,,,Telvanni,"According to Telvanni custom, killing is justifiable on any practical grounds -- in particular, justifiable if you can get away with it, and it serves your purposes. Killing is neither sinful nor dishonorable. Telvanni abide by Imperial law only so far as it is enforced. No Imperial guards or Legion garrisons are found in most Telvanni settlements."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_292711834298661639,,,,,,,Greeting,,,,,Telvanni,"By your actions, you have lost the trust of the %Faction. Until you make amends, expect no favor from me."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_300107775346128394,,,,,,,Topic,,,,,Telvanni,Dumac was a king among the Dwemer and a friend of the hero Nerevar before the war began. He served with Nerevar on the First Council and died with Nerevar at Red Mountain.
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_27239211021810691,,,,,,,Topic,,,,,Telvanni,Go to Sadrith Mora and speak with the Mouths in the Telvanni Council Hall.
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_2176429171229129378,,,,,,,Topic,,,,,Telvanni,"Here's a recent edition of the Brown Book of Great House Telvanni. It lists the current Telvanni councilors and their residences. Let me mark the locations of the councilor's towers on your map -- Tel Aruhn, Tel Vos, Tel Mora, Tel Branora. And Tel Naga is right in the center of Sadrith Mora."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_726744581494319467,,,,,,,Greeting,,,,,Telvanni,Hmmm...a vampire. Interesting. What is it you want?
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_2634931182762212319,,,,,,,Topic,,,,,Telvanni,House Redoran is one of the three Great Houses on Vvardenfell. The Redorans talk and talk and talk about duty and honor and piety and their proper role in life. We Telvanni have a more pragmatic approach.
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_2059275391891629231,,,,,,,Topic,,,,,Telvanni,"House Telvanni is one of the Great Houses. We value talent, knowledge, and initiative. Perhaps you would like to join House Telvanni?"
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_220613116545212842,,,,,,,Topic,,,,,Telvanni,"House Telvanni is one of the Great Houses. We value talent, knowledge, and initiative. Perhaps you would like to join House Telvanni?"
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_104078313290277623,,,,,,,Topic,,,,,Telvanni,"House Telvanni pays little attention to religious doctrine, or prophecies and other superstitions, for that matter. Call yourself the Nerevarine. We don't care."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_1433551521727325746,,,,,,,Topic,,,,,Telvanni,"I am Master %Name, one of the Councilors of House Telvanni. If you want to learn about House Telvanni, speak with my Mouth in the Telvanni Council House in Sadrith Mora."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_30138170812589112567,,,,,,,Topic,,,,,Telvanni,"I am Mistress %Name, one of the Councilors of House Telvanni. If you want to learn about House Telvanni, speak with my Mouth in the Telvanni Council House in Sadrith Mora."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_22356234292184222676,,,,,,,Topic,,,,,Telvanni,I cannot describe the chores you would do for us unless you join House Telvanni.
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_7643304071333010596,,,,,,,Persuasion,,,,,Telvanni,"I will speak to you, vampire, but will not serve you. Find someone else to provide these services."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_2352320622809622751,,,,,,,Topic,,,,,Telvanni,"If you steal from another Telvanni, but still live, then clearly you deserve whatever you stole. Murdering your opponents by magic or treachery is the traditional way of settling disputes. If you win, then clearly your argument has more merit. You may be expelled as in any other Great House, but most Telvanni will not care or even know about it."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_11947179366161203,,,,,,,Topic,,,,,Telvanni,"Just because your lord gives you a task, don't assume you should be able to do it. Your lord doesn't really know what you can or can't handle. And most Telvanni lords don't care."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_63457446293795890,,,,,,,Greeting,,,,,Telvanni,Nerevarine. An honor. How can I help you?
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_8070195822217011416,,,,,,,Greeting,,,,,Telvanni,Nerevarine. An honor. How can I help you?
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_32497265161072522680,,,,,,,Topic,,,,,Telvanni,"Of course, I understand. No need to explain, %PCRank. You will be reinstated in House Telvanni at your current rank."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_1401223711470113480,,,,,,,Topic,,,,,Telvanni,"Oh, you've been expelled. Let me take care of that for you."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_1723323910251136085,,,,,,,Topic,,,,,Telvanni,Sadrith Mora is the best town to shop for spells.
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_435940302789815864,,,,,,,Topic,,,,,Telvanni,"So. You went all the way to Red Mountain, slew Dagoth Ur, and ended the Blight. A remarkable achievement."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_16920208122611617655,,,,,,,Topic,,,,,Telvanni,"So. You went all the way to Red Mountain, slew Dagoth Ur, and ended the Blight. A remarkable achievement."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_2177411203175932293,,,,,,,Topic,,,,,Telvanni,"So. You're going to Red Mountain to kill Dagoth Ur? Vivec couldn't do it, so he's elected you. Doesn't that worry you?"
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_31357159722355624329,,,,,,,Topic,,,,,Telvanni,Speak with a Mouth or one of the Councilors.
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_1439712201918822713,,,,,,,Topic,,,,,Telvanni,Speak with my Mouth at the Telvanni Council House in Sadrith Mora.
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_887518327246889287,,,,,,,Topic,,,,,Telvanni,"The armies met at Red Mountain, a Dwemer stronghold. The Dwemer were defeated, and terrible sorceries were used, resulting in the utter extermination of House Dwemer, House Dagoth, and their allies. Nerevar died after the battle, and his ring was lost, but Nerevar's alliance survives in Morrowind's ruling political institution, the Grand Council."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_24534293452671821209,,,,,,,Topic,,,,,Telvanni,"The enchanted ring called Moon-and-Star -- or One-Clan-Under-Moon-and-Star, as the Ashlanders call it -- was forged for the hero Nerevar by one of the Dwemer Sorcerer-Priest Kagrenac's smiths, and blessed by the Daedra Lord Azura. The ring gave Nerevar supernatural powers of persuasion and indisputable proof of identity, since any other who tried to wear the ring would be killed instantly."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_30106872461394764,,,,,,,Topic,,,,,Telvanni,"The ring was called Moon-and-Star, and it helped Nerevar unite the various clans into the First Council. Later, however, disputes over religion divided the Council, with House Dwemer and House Dagoth on one side and all the other Houses on the other. Dumac and Dagoth invited Orc and Nord clans as allies, and held northwest Morrowind, while Nerevar mustered the other Houses and nomad tribes and marched to meet the Dwemer-Dagoth-Westerner forces."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_13853272872978520,,,,,,,Topic,,,,,Telvanni,"These outlanders won't be happy until slavery is outlawed. It's our right to have slaves, by law and custom, and it's none of their damn business."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_27724258861367611014,,,,,,,Topic,,,,,Telvanni,We don't care about politics. We don't care what other think. We just want to be left alone. And our wizard-lords and their mercenaries make sure no one bothers us.
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_32579729133721148,,,,,,,Topic,,,,,Telvanni,"We live comfortably. Our wizard-lords keep us secure, and otherwise leave us alone. All we want is to be left in peace to do as we wish."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_2819517503272429727,,,,,,,Topic,,,,,Telvanni,"We've been lucky. We really pushed the Duke and the other Houses when we grabbed Tel Vos. And when he didn't put up  much of a fight to protect the settlement charters, we sent out our losers and lunatics to stake new claims. Some will survive, some won't. But Hlaalu and Redoran have to respond. And in the end, the ones that survive give us more power and influence here on Vvardenfell."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_22938157822342711483,,,,,,,Topic,,,,,Telvanni,"What do you ask of me, %PCRank?"
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_108277139825018460,,,,,,,Topic,,,,,Telvanni,"When the Dunmer followed Veloth to Morrowind, they were many warring clans, with no law or leader in common. One Dunmer warlord, Nerevar, had the ambition to rule all the Dunmer. In that time, House Dwemer were great enchanters, so Nerevar went in secret to a Dwemer smith and asked for an enchanted ring that would help him. The ring gave its wearer great powers of persuasion; for safety, it was enchanted to instantly kill anyone who wore it except Nerevar."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_11128184332371713781,,,,,,,Greeting,,,,,Telvanni,"You have a price on your head. A very high price. Go see a guard and see your name is cleared. If you're going to be stupid, or careless, be prepared to pay the price."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_2948222082267586416,,,,,,,Topic,,,,,Telvanni,"You should consult the recent edition of the Brown Book of Great House Telvanni. It lists the current Telvanni councilors and their residences. Let me mark the locations of the councilor's towers on your map -- Tel Aruhn, Tel Vos, Tel Mora, Tel Branora. And Tel Naga is right in the center of Sadrith Mora."
,,,-1,,,-1,,,-1,,-1,,,,,,,,,id_9422423264155538,,,,,,,Greeting,,,,,Telvanni,"Your troubles with the law are none of my business, but don't try anything with me."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_2442831707227972501,,,,,,,Topic,,,Ald Daedroth,,Temple,"All right, then. We don't care about that. In fact, you'll be doing us a favor if you kill a few witches and warlocks in the process. Just be careful, leave us alone, and we'll leave you alone."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_7022251451974821732,,,,,,,Topic,,,Ald Daedroth,,Temple,"Hello, %PCName. I'm %Name, and I'm here to clean out this den of Daedra worshippers. You go right ahead and look for treasure, if you like. We don't care. And if you kill a few witches and warlocks in the process, then even better."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_21975313771929414701,,,,,,,Topic,,,Ald Daedroth,,Temple,"I don't know you, outlander. What are you doing here? Are you here to worship at this foul shrine?"
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_16298124322867928832,,,,,,,Topic,,,Ald Daedroth,,Temple,"I don't know you, outlander. What are you doing here? Are you here to worship at this foul shrine?"
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_2142517917119083534,,,,,,,Greeting,,,Ald Daedroth,,Temple,"Leave us alone, and we'll leave you alone. Okay?"
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_796831297140985878,,,,,,,Topic,,,Ald Daedroth,,Temple,"No! You are the False Incarnate, and the Devil of Lies! You claim to be chosen by Azura, and savior of Morrowind, but you curse the Tribunal, call them false gods, and turn the people against their true protectors! You are nothing but a Dreamer and Deceiver, and mad servant of the Devil Dagoth Ur, and you must be destroyed!"
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_618102037459403,,,,,,,Topic,,,Ald Daedroth,,Temple,"Then you defy the law of the Temple, and shall die for it."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_207161686461973555,,,,,,,Greeting,,,Ald Daedroth,,Temple,What do you want?
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_812125951736414995,,,,,,,Greeting,,,Ald Daedroth,,Temple,"Who are you, outlander? And what are you doing here?"
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_29283234563212712126,,,,,,,Greeting,,,Ald Daedroth,,Temple,"You're just here to loot the shrine, right? That's fine with us. Just be careful. Leave us alone, and we'll leave you alone."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_11765232302511322898,,,,,,,Topic,,,"Ald-ruhn, Temple",,Temple,Speak with Tuls Valen here at the Temple.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_1468197422790624076,,,,,,,Topic,,,"Balmora, Temple",,Temple,Speak with Feldrelo Sadri here at the Temple.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_35207929259296856,,,,,,,Topic,,,Ghostgate,,Temple,"Take this book, 'The Pilgrim's Path.' It describes where the pilgrimage sites are. After you have completed these pilgrimages, speak with me again. The pilgrimage to Ghostgate is the most difficult, but if you have already come this far, the rest should be no trouble for you. You should start by visiting the Ghostgate shrine just north of the gate while you're here."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_1467018080350512134,,,,,,,Topic,,,"Gnisis, Temple",,Temple,"I'm sorry, but we have only a small chapel here in Gnisis. Speak with Tuls Valen in the Ald'ruhn Temple to the south."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_1540613049217281628,,,,,,,Greeting,,,"Ministry of Truth, Hall of Processing",,Temple,%PCRank %PCName. I don't like this at all. This is completely against procedures. But I don't seem to have much choice. The key is in the Inquisitor's office. But the guards are not going to like it. Not one bit.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_723725462562425809,,,,,,,Greeting,,,"Ministry of Truth, Hall of Processing",,Temple,Guards! Intruder!
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_304399778346230137,,,,,,,Greeting,,,"Ministry of Truth, Hall of Processing",,Temple,"I don't care WHO you are, %PCRank. You don't belong in here. So get out. Right now. Don't make me use force."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_37710254825024483,,,,,,,Topic,,,"Ministry of Truth, Hall of Processing",,Temple,"I don't know how you got in here, but if you don't leave on your own two feet now, you'll leave in a bag."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_10709183662395219045,,,,,,,Topic,,,"Ministry of Truth, Hall of Processing",,Temple,I'm sure she loves you. And she'll miss you when you're gone.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_28481283621641531086,,,,,,,Topic,,,"Ministry of Truth, Hall of Processing",,Temple,"No, no. Just take your time."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_30982100261443816024,,,,,,,Topic,,,"Ministry of Truth, Hall of Processing",,Temple,"Oh? What? No, no.... Nothing.  Just talking to myself...."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_94063232412134166,,,,,,,Greeting,,,"Ministry of Truth, Hall of Processing",,Temple,Poor dumb bastard. Now I have to break another mother's heart.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_1057157272487820569,,,,,,,Greeting,,,"Ministry of Truth, Hall of Processing",,Temple,The key? I told you. It's in the Inquisitor's office.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_2028911163146954254,,,,,,,Greeting,,,"Ministry of Truth, Hall of Processing",,Temple,You just won't listen.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_24835183512938719766,,,,,,,Greeting,,,"Ministry of Truth, Prison Keep",,Temple,%PCRank %PCName. You know this is against procedures. I can't let you just walk in here. Please. You have to leave.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_3248520215213614558,,,,,,,Greeting,,,"Ministry of Truth, Prison Keep",,Temple,%PCRank %PCName. You know this is against procedures. I do this under protest. The key is in the desk. I don't know how the others are going to take it. But I don't mind telling you -- I don't like it one bit.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_10701122404215080,,,,,,,Greeting,,,"Ministry of Truth, Prison Keep",,Temple,"Didn't you hear me? I said, you have to leave. You're not supposed to be in here. Get out, immediately, or I'll have to use force."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_11434111212212722044,,,,,,,Greeting,,,"Ministry of Truth, Prison Keep",,Temple,Guards! Intruder!
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_4453224052109529889,,,,,,,Greeting,,,"Ministry of Truth, Prison Keep",,Temple,I SAID... the key is in the desk. Get on with it.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_28786162032593513472,,,,,,,Greeting,,,"Ministry of Truth, Prison Keep",,Temple,The key? In the desk.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_2843320453540723494,,,,,,,Topic,,,Molag Mar,,Temple,"All the Indaram brothers are valuable to the Temple for their service, though Giras Indaram sometimes forgets his obligations. His brothers have to remind him."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_126415088200024412,,,,,,,Topic,,,"Molag Mar, Temple",,Temple,Speak with Tharer Rotheloth here at the Temple.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_17720198492962432643,,,,,,,Topic,,,Mournhold,Guard,Temple,Fedris Hler is the Chief Steward of Almalexia. You may find him in the Temple Reception Area.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_150149824246419554,,,,,,,Topic,,,Mournhold,Guard,Temple,Fedris Hler was found dead. We will find the guilty party.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_13947286542843128007,,,,,,,Topic,,,Mournhold,Guard,Temple,"He was popular among the people. Spent time at the Temple as well. We investigated his death, but were unable to find anything conclusive. It was suspicious, though."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_74094283096016318,,,,,,,Topic,,,Mournhold,Guard,Temple,He's the new king. What of it?
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_133051880428815588,,,,,,,Topic,,,Mournhold,Guard,Temple,Hmmph. Amateurs.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_1267118218952030419,,,,,,,Topic,,,Mournhold,Guard,Temple,I heard he had been killed. There'll be another soon.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_14849113951948725073,,,,,,,Greeting,,,Mournhold,Guard,Temple,Someone must make sure Fedris Hler is informed of these attacks. I cannot leave my post. Tell him!
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_198196825250945635,,,,,,,Topic,,,Mournhold,Guard,Temple,"The Imperial is probably at the palace, with the rest of them."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_22386313712873125882,,,,,,,Topic,,,Mournhold,Guard,Temple,The Lord Archcanon was murdered. We will find his killer.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_2417169329411623,,,,,,,Greeting,,,Mournhold,Guard,Temple,"These storms are odd, but it will pass. There is no cause for alarm."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_27351209512701919961,,,,,,,Greeting,,,Mournhold,Guard,Temple,This weather will pass. The goddess will protect us. Move along.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_4245204431701518853,,,,,,,Topic,,,Mournhold,Guard,Temple,We are the High Ordinators. Move along.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_1335121779711961,,,,,,,Topic,,,Mournhold,Guard,Temple,"Word is, the Imperial was murdered. No surprise."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_26833042354743460,,,,,,,Topic,,,Mournhold,Guard,Temple,"You believe you've killed their leader? Maybe, maybe not. Perhaps you should speak with Fedris Hler about this."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_10063813220949749,,,,,,,Greeting,,,Mournhold,,Temple,Ashstorms here in Mournhold! Surely the goddess will protect us from this!
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_2577222913202210381,,,,,,,Greeting,,,Mournhold,,Temple,Ashstorms here in Mournhold! Why has Almalexia not done anything about this? She must make it end!
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_26975135701238332216,,,,,,,Topic,,,Mournhold,,Temple,I've heard that Fedris Hler was killed. I can't believe that could happen!
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_25502214442057119031,,,,,,,Topic,,,Mournhold,,Temple,"Some of the finest warriors in all of Morrowind. If you have a problem, they can take care of it."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_1653520502400423609,,,,,,,Topic,,,Mournhold,,Temple,"Someone has murdered the Lord Archcanon! That poor, poor man. How could this happen?"
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_23882382911335762,,,,,,,Topic,,,Mournhold,,Temple,"The bravest and holiest of warriors in all of Morrowind. They keep the peace here in Mournhold, and I'm glad for it."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_1007531851272425485,,,,,,,Greeting,,,"Mournhold, Plaza Brindisi Dorom",Guard,Temple,Fedris Hler must be told of this attack. Get yourself to the Temple and let him know! Go!
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_1585031614280815455,,,,,,,Topic,,,"Mournhold, Plaza Brindisi Dorom",,Temple,"This is the Plaza Brindisi Dorom. The statue in the center honors the Lady Almalexia and her defeat of the Daedra Prince Mehrunes Dagon. The battle leveled the city, but the lives of many were saved by the goddess' valor."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_1815625659876515747,,,,,,,Topic,,,Sadrith Mora,,Temple,"I'm sorry, but we have only a small chapel here in Sadrith Mora. Speak with Tharer Rotheloth at the Temple in Molag Mar, or with Endryn Llethan at the High Fane in Vivec."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_168717852551231052,,,,,,,Topic,,,"Sadrith Mora, Telvanni Council House, Chambers",,Temple,"Niras Farys is a priest, Galero Andaram is a healer, and Hloris Farano is a monk. And, of course, you may receive blessings from the Tribunal shrine here, just as you can in Temples and other holy places."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_7124107132610810470,,,,,,,Topic,,,Vivec,,Temple,"Speak with Endryn Llethan at the High Fane or the Archcanon, Tholer Saryoni."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_28485128182480123028,,,,,,,Topic,,,Vivec,,Temple,The Hall of Wisdom here in Vivec holds many rare books such as this.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_267079422751512202,,,,,,,Topic,,,"Vivec, Arena",Guard,Temple,We're looking for him as well. I don't think I like your line of questioning.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_13915160073220112677,,,,,,,Greeting,,,,Apothecary Service,Temple,"I'm sorry, %PCRank %PCName, but you are afflicted with a blight disease. I am an apothecary. Among other services, I sell a potion that cures all blight diseases. Members of your rank may also receive the blessing of a cure by visiting a Temple shrine and making a small offering. A blessing costs less than a potion, but a potion may be carried for convenient use."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_7531100241144824737,,,,,,,Greeting,,,,Apothecary Service,Temple,"I'm sorry, %PCRank %PCName, but you are afflicted with a blight disease. I am an apothecary. Among other services, I sell a potion that cures all blight diseases. Members of your rank may also receive the free blessing of a cure by visiting a Temple shrine. A blessing costs you nothing, but a potion may be carried for convenient use."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,-1,id_14028250301090511542,,,,,,,Greeting,,,,Apothecary Service,Temple,"I'm sorry, %PCRank %PCName, but you are afflicted with a common disease. I am an apothecary. Among other services, I sell a potion that cures all common diseases. Members of your rank may also receive the blessing of a cure by visiting a Temple shrine and making a small offering. A blessing costs less than a potion, but a potion may be carried for convenient use."
