ActorId,Name,Race,Gender,Faction
brelo athelvis,Brelo Athelvis,Dark Elf,Male,Temple
Brelyn Indarys,Brelyn Indarys,Dark Elf,Male,
Brelyna Andoril,Brelyna Andoril,Dark Elf,Female,
brerama selas,Brerama Selas,Dark Elf,Male,Redoran
brerayne raloran,Brerayne Raloran,Dark Elf,Female,Temple
brethas deras,Brethas Deras,Dark Elf,Male,Hlaalu
brevasu heran,Brevasu Heran,Dark Elf,Female,
breves omoril,Breves Omoril,Dark Elf,Male,
brevosi indalen,Brevosi Indalen,Dark Elf,Female,
Breynis Faryon,Breynis Faryon,Dark Elf,Male,
breyns othravel,Breyns Othravel,Dark Elf,Male,
breyns randas,Breyns Randas,Dark Elf,Male,Hlaalu
brildraso nethan,Brildraso Nethan,Dark Elf,Female,Redoran
brilnosu llarys,Brilnosu Llarys,Dark Elf,Female,
briras tyravel,Briras Tyravel,Dark Elf,Male,Hlaalu
broder garil,Broder Garil,Dark Elf,Male,Redoran
bronosa nedalor,Bronosa Nedalor,Dark Elf,Female,Hlaalu
broris fals,Broris Fals,Dark Elf,Male,
brothes oran,Brothes Oran,Dark Elf,Male,
buoyant armiger_wander,Buoyant Armiger,Dark Elf,Male,Temple
cattle_bre_f01,Cattle,Dark Elf,Female,Clan Aundae
cattle_bre_m01,Cattle,Dark Elf,Male,Clan Aundae
cattle_dun_f01,Cattle,Dark Elf,Female,Clan Aundae
cattle_dun_m01,Cattle,Dark Elf,Male,Clan Aundae
chargen name,Jiub,Dark Elf,Male,
dakin kuntarnammu,Dakin Kuntarnammu,Dark Elf,Male,
Dalam Gavyn,Dalam Gavyn,Dark Elf,Male,Camonna Tong
dalami hlaalu,Dalami Hlaalu,Dark Elf,Female,
daldur sarys,Daldur Sarys,Dark Elf,Male,
dalmil varen,Dalmil Varen,Dark Elf,Male,
Dalnorea Arvel,Dalnorea Arvel,Dark Elf,Female,
dalos golathyn,Dalos Golathyn,Dark Elf,Male,Thieves Guild
dals sadri,Dals Sadri,Dark Elf,Male,Hlaalu
dalse adren,Dalse Adren,Dark Elf,Female,
dalvus helotrhan,Dalvus Helothran,Dark Elf,Male,
dalyne arvel,Dalyne Arvel,Dark Elf,Female,Telvanni
danar dalomo,Danar Dalomo,Dark Elf,Male,Hlaalu
danaronea daryon,Danaronea Daryon,Dark Elf,Female,
danasi ralen,Danasi Ralen,Dark Elf,Female,Redoran
dandera selaro,Dandera Selaro,Dark Elf,Female,
dandynea rothalen,Dandynea Rothalen,Dark Elf,Female,
danel indaren,Danel Indaren,Dark Elf,Male,
danoso andrano,Danoso Andrano,Dark Elf,Female,Temple
danso indules,Danso Indules,Dark Elf,Female,Temple
daral thireloth,Daral Thireloth,Dark Elf,Male,Temple
darane mencele,Darane Mencele,Dark Elf,Female,Mages Guild
daras aryon,Daras Aryon,Dark Elf,Male,
daren adryn,Daren Adryn,Dark Elf,Male,Camonna Tong
dareru omalas,Dareru Omalas,Dark Elf,Female,
daris adram,Daris Adram,Dark Elf,Male,Telvanni
darns tedalen,Darns Tedalen,Dark Elf,Male,Redoran
Daroder Helni,Daroder Helni,Dark Elf,Male,
daroso sethri,Daroso Sethri,Dark Elf,Female,Redoran
dartis dreleth,Dartis Dreleth,Dark Elf,Male,
darvala romothran,Darvala Romothran,Dark Elf,Female,
darvam hlaren,Darvam Hlaren,Dark Elf,Male,Thieves Guild
darvame hleran,Darvame Hleran,Dark Elf,Female,
darvasa vedas,Darvasa Vedas,Dark Elf,Female,Telvanni
Darvynea Hleran,Darvynea Hleran,Dark Elf,Female,
daryn vedralu,Daryn Vedralu,Dark Elf,Male,
dather manel,Dather Manel,Dark Elf,Male,
dathus selvilo,Dathus Selvilo,Dark Elf,Male,Redoran
Davas Aralas,Davas Aralas,Dark Elf,Male,
Davis Nelaram,Davis Nelaram,Dark Elf,Male,
Davur Githendas,Davur Githendas,Dark Elf,Male,
daynali dren,Daynali Dren,Dark Elf,Female,Telvanni
Daynas Darys,Daynas Darys,Dark Elf,Female,
Daynasa Telandas,Daynasa Telandas,Dark Elf,Female,Hlaalu
daynasa tharen,Daynasa Tharen,Dark Elf,Female,
daynes redothril,Daynes Redothril,Dark Elf,Male,
daynil farandas,Daynil Farandas,Dark Elf,Male,
Daynila Andrano,Daynila Andrano,Dark Elf,Female,
Daynila Valas,Daynila Valas,Dark Elf,Female,
daynillo lleran,Daynillo Lleran,Dark Elf,Female,
dead de female,Dead Body,Dark Elf,Female,
dead de female_01,Dead Body,Dark Elf,Female,
dead de male,Dead Body,Dark Elf,Male,
dead de male_01,Dead Body,Dark Elf,Male,
dead de male_berandas,Dead Body,Dark Elf,Male,
dead de male_tomb01,Dead Body,Dark Elf,Male,
dead de male_tomb02,Dead Body,Dark Elf,Male,
dead elite ord,Dead Elite Ordinator,Dark Elf,Male,Temple
dead ordinator,Dead Ordinator,Dark Elf,Male,
dead ordinator_key,Dead Ordinator,Dark Elf,Male,
dead warlock,Dead Warlock,Dark Elf,Male,
Dedaenc,Dedaenc,Dark Elf,Male,
deldasa thirandus,Deldasa Thirandus,Dark Elf,Female,
delmene helas,Delmene Helas,Dark Elf,Female,Temple
Delmon Famori,Delmon Famori,Dark Elf,Male,
delmus rurvyn,Delmus Rurvyn,Dark Elf,Male,
delte fyr,Delte Fyr,Dark Elf,Female,
delvam andarys,Delvam Andarys,Dark Elf,Male,Telvanni
delyna mandas,Delyna Mandas,Dark Elf,Female,
derar hlervu,Derar Hlervu,Dark Elf,Female,
deras girando,Deras Girando,Dark Elf,Male,
Derayna Llervu,Derayna Llervu,Dark Elf,Female,
dethresa saren,Dethresa Saren,Dark Elf,Male,Temple
deval beleth,Deval Beleth,Dark Elf,Male,
devas irano,Devas Irano,Dark Elf,Male,
dilami androm,Dilami Androm,Dark Elf,Female,
dileno lloran,Dileno Lloran,Dark Elf,Female,Temple
Dils Heladren,Dils Heladren,Dark Elf,Male,
dilvene venim,Dilvene Venim,Dark Elf,Female,Redoran
dinara othrelas,Dinara Othrelas,Dark Elf,Female,Redoran
dinere hlen,Dinere Hlen,Dark Elf,Female,
dinor thilandas,Dinor Thilandas,Dark Elf,Male,
dinuro ienith,Dinuro Ienith,Dark Elf,Female,
dirara drom,Dirara Drom,Dark Elf,Female,
diren vendu,Diren Vendu,Dark Elf,Female,Telvanni
direr arano,Direr Arano,Dark Elf,Male,Hlaalu
Direr Velendas,Direr Velendas,Dark Elf,Male,
dissu ashalkimallit,Dissu Ashalkimallit,Dark Elf,Female,
divayth fyr,Divayth Fyr,Dark Elf,Male,
dolmesa sarano,Dolmesa Sarano,Dark Elf,Female,
Dolmyn Thirelas,Dolmyn Thirelas,Dark Elf,Male,
dolsa gilvani,Dolsa Gilvani,Dark Elf,Female,
dolvasie veloren,Dolvasie Veloren,Dark Elf,Female,
dolyn rols,Dolyn Rols,Dark Elf,Male,
domesea sarethi,Domesea Sarethi,Dark Elf,Female,Redoran
dondos driler,Dondos Driler,Dark Elf,Male,Hlaalu
dorisa darvel,Dorisa Darvel,Dark Elf,Female,
dorynu verendas,Dorynu Verendas,Dark Elf,Female,Redoran
Dothasi Mothryon,Dothasi Mothryon,Dark Elf,Female,
Dovres Verethi,Dovres Verethi,Dark Elf,Male,
Dovrosi Varyon,Dovrosi Varyon,Dark Elf,Female,
Dralas Gilu,Dralas Gilu,Dark Elf,Male,
dralasa nithryon,Dralasa Nithryon,Dark Elf,Female,
dralcea arethi,Dralsea Arethi,Dark Elf,Female,
dralisi ienith,Dralisi Ienith,Dark Elf,Female,
dralosa athren,Dralosa Athren,Dark Elf,Female,
dralval andrano,Dralval Andrano,Dark Elf,Male,Temple
dram bero,Dram Bero,Dark Elf,Male,Hlaalu
dramis maryon,Dramis Maryon,Dark Elf,Male,
dranas dradas,Dranas Dradas,Dark Elf,Male,Camonna Tong
dranas sarathram,Dranas Sarathram,Dark Elf,Male,
drandryn omoran,Drandryn Omoran,Dark Elf,Male,
Dranos Sandus,Dranos Sandus,Dark Elf,Male,
draramu hloran,Draramu Hloran,Dark Elf,Female,
Drarayne Girith,Drarayne Girith,Dark Elf,Male,
drarayne thelas,Drarayne Thelas,Dark Elf,Female,
drarel andus,Drarel Andus,Dark Elf,Male,Thieves Guild
draren thiralas,Draren Thiralas,Dark Elf,Male,
Draron Benelas,Draron Benelas,Dark Elf,Male,
drarus berano,Drarus Berano,Dark Elf,Male,Hlaalu
draryn andrano,Draryn Andrano,Dark Elf,Male,
dratha,Dratha,Dark Elf,Female,Telvanni
drathyn andavel,Drathyn Andavel,Dark Elf,Male,
Dravasa Andrethi,Dravasa Andrethi's ,Dark Elf,Male,
dravil omavel,Dravil Omavel,Dark Elf,Male,
Dravynea Fatheran,Dravynea Fatheran,Dark Elf,Female,
dreamer,Dreamer,Dark Elf,Male,Sixth House
dreamer guard,Dreamer Guard,Dark Elf,Male,Sixth House
dreamer priest,Zula,Dark Elf,Female,Sixth House
dreamer prophet,Dreamer Prophet,Dark Elf,Female,Sixth House
dreamer worker,Dreamer Worker,Dark Elf,Male,Sixth House
dreamer_02,Dreamer,Dark Elf,Male,Sixth House
dreamer_04,Dreamer,Dark Elf,Male,Sixth House
dreamer_05,Dreamer,Dark Elf,Male,Sixth House
dreamer_06,Dreamer,Dark Elf,Male,Sixth House
dreamer_dead,Dead Dreamer,Dark Elf,Male,Sixth House
dreamer_f_01,Dreamer,Dark Elf,Female,Sixth House
dreamer_f_key,Dreamer,Dark Elf,Female,Sixth House
dreamer_ranged,Dreamer,Dark Elf,Male,Sixth House
Dreamer_Talker,Dreamer,Dark Elf,Male,Sixth House
Dreamer_Talker01,Dreamer,Dark Elf,Male,Sixth House
Dreamer_Talker02,Dreamer,Dark Elf,Male,Sixth House
Dreamer_Talker03,Dreamer,Dark Elf,Male,Sixth House
Dreamer_Talker04,Dreamer,Dark Elf,Male,Sixth House
Dreamer_Talker05,Dreamer,Dark Elf,Male,Sixth House
Dreamer_Talker06,Dreamer,Dark Elf,Male,Sixth House
Dreamer_Talker07,Dreamer,Dark Elf,Male,Sixth House
Dreamer_Talker08,Dreamer,Dark Elf,Male,Sixth House
Dreamer_Talker09,Dreamer,Dark Elf,Male,Sixth House
Dreamer_Talker10,Dreamer,Dark Elf,Male,Sixth House
Dreamer_Talker11,Dreamer,Dark Elf,Male,Sixth House
Dreamer_Talker12,Dreamer,Dark Elf,Male,Sixth House
dredase arvel,Dredase Arvel,Dark Elf,Male,Hlaalu
dredyni salvani,Dredyni Salvani,Dark Elf,Female,
drelasa ramothran,Drelasa Ramothran,Dark Elf,Female,
drelayn dredayn,Drelayn Dredayn,Dark Elf,Male,
drelis ondyn,Drelis Ondyn,Dark Elf,Male,
drelse dralor,Drelse Dralor,Dark Elf,Male,Redoran
drelyne llenim,Drelyne Llenim,Dark Elf,Female,Temple
drendrisa fareloth,Drendrisa Fareloth,Dark Elf,Female,
drerel indaren,Drerel Indaren,Dark Elf,Male,
dreveni hlaren,Dreveni Hlaren,Dark Elf,Female,
dreynis nothro,Dreynis Nothro,Dark Elf,Male,
dreynos elvul,Dreynos Elvul,Dark Elf,Male,
dreyns nelas,Dreyns Nelas,Dark Elf,Male,Temple
dreyns telmon,Dreyns Telmon,Dark Elf,Male,Telvanni
dridas salvani,Dridas Salvani,Dark Elf,Male,Hlaalu
dridyn berethi,Dridyn Berethi,Dark Elf,Male,
drilame githrano,Drilame Githrano,Dark Elf,Female,
driloru uvaram,Driloru Uvaram,Dark Elf,Female,Redoran
drinar varyon,Drinar Varyon,Dark Elf,Male,
drireri berano,Drireri Berano,Dark Elf,Female,
drodos galen,Drodos Galen,Dark Elf,Male,Telvanni
drolora salen,Drolora Salen,Dark Elf,Female,Hlaalu
dronos llervu,Dronos Llervu,Dark Elf,Male,Redoran
Drorayni Tharam,Drorayni Tharam,Dark Elf,Female,
drores arvel,Drores Arvel,Dark Elf,Male,Temple
drulene falen,Drulene Falen,Dark Elf,Female,
drulvan rindo,Drulvan Rindo,Dark Elf,Male,
drurile valaai,Drurile Valaai,Dark Elf,Female,
duldrar saren,Duldrar Saren,Dark Elf,Male,
duldresi senim,Duldresi Senim,Dark Elf,Female,
dulnea ralaal,Dulnea Ralaal,Dark Elf,Female,
dun-ilu assurnumausur,Dun-Ilu Assurnumausur,Dark Elf,Male,
dunel saryon,Dunel Saryon,Dark Elf,Male,
dunsalipal dun-ahhe,Dunsalipal Dun-Ahhe,Dark Elf,Male,Morag Tong
dutadalk,Dutadalk,Dark Elf,Male,Ashlanders
edd theman,"Edd ""Fast Eddie"" Theman",Dark Elf,Male,Telvanni
edras oril,Edras Oril,Dark Elf,Male,
edril vules,Edril Vules,Dark Elf,Male,Telvanni
edryno arethi,Edryno Arethi,Dark Elf,Female,Hlaalu
elam andas,Elam Andas,Dark Elf,Male,Temple
eldil bradyn,Eldil Bradyn,Dark Elf,Male,
eldrar fathyron,Eldrar Fathyron,Dark Elf,Male,Telvanni
eldrasea helas,Eldrasea Helas,Dark Elf,Female,
eldrilu dalen,Eldrilu Dalen,Dark Elf,Female,Temple
elethus tobor,Elethus Tobor,Dark Elf,Male,
elibael puntumisun,Elibael Puntumisun,Dark Elf,Male,
elitlaya assonirishpal,Elitlaya Assonirishpal,Dark Elf,Female,
elmera verethi,Elmera Verethi,Dark Elf,Female,
elms llervu,Elms Llervu,Dark Elf,Male,Redoran
elmussa damori,Elmussa Damori,Dark Elf,Female,Thieves Guild
elnyea norvayn,Elynea Norvayn,Dark Elf,Female,
elo arethan,Elo Arethan,Dark Elf,Male,Hlaalu
elumabi malibiran,Elumabi Maliiran,Dark Elf,Female,
elvas savel,Elvas Savel,Dark Elf,Male,
elvasea thalas,Elvasea Thalas,Dark Elf,Female,Redoran
elvil vidron,Elvil Vidron,Dark Elf,Male,
elynu saren,Elynu Saren,Dark Elf,Female,Temple
emul-ran,Emul-Ran,Dark Elf,Male,Ashlanders
enar dralor,Enar Dralor,Dark Elf,Male,Temple
enar releth,Enar Releth,Dark Elf,Male,Telvanni
endar drenim,Endar Drenim,Dark Elf,Male,Telvanni
endase avel,Endase Avel,Dark Elf,Female,Telvanni
Endris Dilmyn,Endris Dilmyn,Dark Elf,Male,
endroni dalas,Endroni Dalas,Dark Elf,Female,Temple
endryn llethan,Endryn Llethan,Dark Elf,Male,Temple
endul rothandus,Endul Rothandus,Dark Elf,Male,
eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong
Eralane Hledas,Eralane Hledas,Dark Elf,Female,
erene llenim,Erene Llenim,Dark Elf,Male,
erer darothril,Erer Darothril,Dark Elf,Male,
ereven velas,Ereven Velas,Dark Elf,Male,
erirvase drinith,Erirvase Drinith,Dark Elf,Female,
eris telas,Eris Telas,Dark Elf,Male,Temple
ernil omoran,Ernil Omoran,Dark Elf,Male,
erns maren,Erns Maren,Dark Elf,Male,
ernse llervu,Ernse Llervu,Dark Elf,Female,
ervas aradil,Ervas Aradil,Dark Elf,Male,
ervesa romandas,Ervesa Romandas,Dark Elf,Female,Temple
ervis ules,Ervis Ules,Dark Elf,Male,
Ervona Barys,Ervona Barys,Dark Elf,Female,Imperial Legion
ervyna hlervu,Ervyna Hlervu,Dark Elf,Female,
esar-don dunsamsi,Esar-Don Dunsamsi,Dark Elf,Male,Ashlanders
esib-nummu assunudadnud,Esib-Nummu Assunudadnud,Dark Elf,Male,Temple
ethal seloth,Ethal Seloth,Dark Elf,Female,Telvanni
ethasi rilvayn,Ethasi Rilvayn,Dark Elf,Female,Morag Tong
ethes evos,Ethes Evos,Dark Elf,Male,Redoran
ethys savil,Ethys Savil,Dark Elf,Male,Hlaalu
evesa omalas,Evesa Omalas,Dark Elf,Female,
evilu indrano,Evilu Indrano,Dark Elf,Female,
evos goran,Evos Goran,Dark Elf,Male,
fadase selvayn,Fadase Selvayn,Dark Elf,Female,
Fadila Balvel,Fadile Balvel,Dark Elf,Female,
fadren dalis,Fadren Dalis,Dark Elf,Male,
falam hlaalu,Falam Hlaalu,Dark Elf,Male,
falanu indaren,Falanu Indaren,Dark Elf,Female,
falena hlaren,Falena Hlaren,Dark Elf,Female,
falso sadrys,Falso Sadrys,Dark Elf,Male,Hlaalu
falura llervu,Falura Llervu,Dark Elf,Female,
falvel arenim,Falvel Arenim,Dark Elf,Male,Hlaalu
Falvis Tunel,Falvis Tunel,Dark Elf,Male,
Fanasa Ienith,Fanasa Ienith,Dark Elf,Female,
fanisea irano,Fanisea Irano,Dark Elf,Female,
Fanuse Farano,Fanuse Farano,Dark Elf,Female,
faral retheran,Faral Retheran,Dark Elf,Female,Redoran
faralenu henim,Faralenu Henim,Dark Elf,Female,
farare othril,Farare Othril,Dark Elf,Female,Hlaalu
faras thirano,Faras Thirano,Dark Elf,Female,Temple
farena arelas,Farena Arelas,Dark Elf,Female,Telvanni
farusea salas,Farusea Salas,Dark Elf,Female,
farvam faram,Farvam Faram,Dark Elf,Male,
farvyn oreyn,Farvyn Oreyn,Dark Elf,Male,
fathasa llethri,Fathasa Llethri,Dark Elf,Female,Redoran
fathusa girethi,Fathusa Girethi,Dark Elf,Female,
favani faryon,Favani Faryon,Dark Elf,Female,
favas nilem,Favas Nilem,Dark Elf,Male,
favel gobor,Favel Gobor,Dark Elf,Male,Hlaalu
favela dralor,Favela Dralor,Dark Elf,Female,
faven arns,Faven Arns,Dark Elf,Male,
faver seran,Faver Seran,Dark Elf,Male,
faves andas,Faves Andas,Dark Elf,Male,Telvanni
favilea sathendas,Favilea Sathendas,Dark Elf,Female,Redoran
favise selaren,Favise Selaren,Dark Elf,Female,
favona gilnith,Favona Gilnith,Dark Elf,Female,
fedar davus,Fedar Davus,Dark Elf,Male,
fedris tharen,Fedris Tharen,Dark Elf,Male,
fedura sethan,Fedura Sethan,Dark Elf,Female,
felara andrethi,Felara Andrethi,Dark Elf,Female,Telvanni
Felara Thimalvel,Felara Thimalvel,Dark Elf,Female,
felayn andral,Felayn Andral,Dark Elf,Male,
feldrelo sadri,Feldrelo Sadri,Dark Elf,Female,Temple
felen maryon,Felen Maryon,Dark Elf,Male,Telvanni
felisa ulessen,Felisa Ulessen,Dark Elf,Female,Telvanni
felisi serano,Felisi Serano,Dark Elf,Male,
felmena falavel,Felmena Falavel,Dark Elf,Female,Temple
felsa hleran,Felsa Hleran,Dark Elf,Female,
felsu telas,Felsu Telas,Dark Elf,Female,
felvos droryn,Felvos Droryn,Dark Elf,Male,
femer veralor,Femer Veralor,Dark Elf,Male,
Fendel Alam,Fendel Alam,Dark Elf,Male,
fendel hlaren,Fendel Hlaren,Dark Elf,Male,Telvanni
Fendros Varys,Fendros Varys,Dark Elf,Male,
fendryn drelvi,Fendryn Delvi,Dark Elf,Male,
feralea ramori,Feralea Ramori,Dark Elf,Female,
ferele athram,Ferele Athram,Dark Elf,Male,
feril salmyn,Feril Salmyn's Corpse,Dark Elf,Male,
ferise varo,Ferise Varo,Dark Elf,Female,
ferone veran,Ferone Veran,Dark Elf,Female,Temple
feruren oran,Feruren Oran,Dark Elf,Male,
fervas reloro,Fervas Reloro,Dark Elf,Male,
fervsea girothran,Fervsea Girothran,Dark Elf,Female,
ferynu indrano,Ferynu Indrano,Dark Elf,Female,Redoran
fevasa saryon,Fevasa Saryon,Dark Elf,Female,
Fevila Bethrano,Fevila Bethrano,Dark Elf,Female,
fevris senoril,Fevris Senoril,Dark Elf,Male,
fevus aryon,Fevus Aryon,Dark Elf,Male,
fevyn ralen,Fevyn Ralen,Dark Elf,Male,Telvanni
fieryra,Fieryra,Dark Elf,Female,
folms mirel,Folms Mirel,Dark Elf,Male,Mages Guild
folsi thendas,Folsi Thendas,Dark Elf,Female,
folvalie omalor,Folvalie Omalor,Dark Elf,Female,
folvys andalor,Folvys Andalor,Dark Elf,Male,Temple
folyni dran,Folyni Dran,Dark Elf,Male,
fomesa tharys,Fomesa Tharys,Dark Elf,Female,Thieves Guild
fonas retheran,Fonas Retheran,Dark Elf,Female,Redoran
fonus rathryon,Fonus Rathryon,Dark Elf,Male,
forvse nerethi,Forvse Nerethi,Dark Elf,Female,Hlaalu
foryn gilnith,Foryn Gilnith,Dark Elf,Male,
fothas thirandus,Fothas Thirandus,Dark Elf,Male,
Fothyna Herothran,Fothyna Herothran,Dark Elf,Male,Thieves Guild
foves arenim,Foves Arenim,Dark Elf,Male,Hlaalu
Fovus Faravel,Fovus Faravel,Dark Elf,Male,
Gadasu Serothan,Gadasu Serothan,Dark Elf,Female,
gadayn andarys,Gadayn Andarys,Dark Elf,Male,Hlaalu
gadela andus,Gadela Andus,Dark Elf,Female,
gaden folvyn,Gaden Folvyn,Dark Elf,Male,Redoran
gaden llarys,Gaden Llarys,Dark Elf,Male,
Gadyni Rethan,Gadyni Rethan,Dark Elf,Female,
gaelion,Gaelion,Dark Elf,Male,Telvanni
Galam Llendu,Galam Llendu,Dark Elf,Male,
Galar Baren,Galar Baren,Dark Elf,Male,
galar rothan,Galar Rothan,Dark Elf,Male,Telvanni
Galas Drenim,Galas Drenim,Dark Elf,Female,Telvanni
galasa uvayn,Galasa Uvayn,Dark Elf,Female,Hlaalu
galdal omayn,Galdal Omayn,Dark Elf,Female,Temple
Galdres Ienith,Galdres Ienith,Dark Elf,Male,
galen berer,Galen Berer,Dark Elf,Male,
galeri uveleth,Galeri Uveleth,Dark Elf,Female,
galero andaram,Galero Andaram,Dark Elf,Female,Temple
galis seleth,Galis Seleth,Dark Elf,Male,
Galmis Dren,Galmis Dren,Dark Elf,Male,
galore salvi,Galore Salvi,Dark Elf,Female,Redoran
Galos Farethi,Galos Farethi,Dark Elf,Male,Hlaalu
galos mathendis,Galos Mathendis,Dark Elf,Male,Telvanni
gals arethi,Gals Arethi,Dark Elf,Male,
galsa gindu,Galsa Gindu,Dark Elf,Female,Redoran
galsu tedas,Galsu Tedas,Dark Elf,Female,
galtis guvron,Galtis Guvron,Dark Elf,Male,
Galtis Serethi,Galtis Serethi,Dark Elf,Male,
galuro belan,Galuro Belan,Dark Elf,Female,Telvanni
galvene othrobar,Galvene Othrobar,Dark Elf,Female,Redoran
galviso heran,Galviso Heran,Dark Elf,Female,Redoran
galyn arvel,Galyn Arvel,Dark Elf,Female,
ganalyn saram,Ganalyn Saram,Dark Elf,Male,Hlaalu
gandela indoran,Gandela Indoran,Dark Elf,Female,
gandosa arobar,Gandosa Arobar,Dark Elf,Female,Redoran
ganus lloryn,Ganus Lloryn,Dark Elf,Male,
garalo andalas,Garalo Andalas,Dark Elf,Female,
garas seloth,Garas Seloth,Dark Elf,Female,Telvanni
garer danoran,Garer Danoran,Dark Elf,Male,Hlaalu
garila vedas,Garila Vedas,Dark Elf,Female,Redoran
garisa llethri,Garisa Llethri,Dark Elf,Male,Redoran
garvs ramarys,Garvs Ramarys,Dark Elf,Male,Redoran
garyn girith,Garyn Girith,Dark Elf,Male,
garyne uvenim,Garyne Uvenim,Dark Elf,Female,Temple
Gathal Llethri,Gathal Llethri,Dark Elf,Male,Hlaalu
gavesu arelas,Gavesu Arelas,Dark Elf,Male,
ghost_npc_ane teria,Ane Teria,Dark Elf,Female,
ghost_npc_conoon chodal,Conoon Chodala,Dark Elf,Male,
ghost_npc_erur-dan,Erur-Dan,Dark Elf,Male,
ghost_npc_hort_ledd,Hort Ledd,Dark Elf,Male,
ghost_npc_idrenie nerot,Idrenie Nerothan,Dark Elf,Female,
ghost_npc_peakstar,Peakstar,Dark Elf,Female,
giden nelvilo,Giden Nelvilo,Dark Elf,Male,
gilan daynes,Gilan Daynes,Dark Elf,Male,Camonna Tong
gilas inlador,Gilas Inlador,Dark Elf,Male,Mages Guild
gilas llervu,Gilas Llervu,Dark Elf,Male,
Gilmyn Andrilo,Gilmyn Andrilo,Dark Elf,Male,
gils drelas,Gils Drelas,Dark Elf,Male,Telvanni
gils oril,Gils Oril,Dark Elf,Male,
gilse darethi,Gilse Darethi,Dark Elf,Female,
gilvas barelo,Gilvas Barelo,Dark Elf,Male,
gilyan sedas,Gilyan Sedas,Dark Elf,Male,Morag Tong
Gilyn Drobar,Gilyn Drobar,Dark Elf,Male,
gilyne omoren,Gilyne Omoren,Dark Elf,Male,Redoran
ginadura andrethi,Ginadura Andrethi,Dark Elf,Female,Hlaalu
gindas ildram,Gindas Ildram,Dark Elf,Male,
gindrala hleran,Gindrala Hleran,Dark Elf,Female,
Ginur Marys,Ginur Marys,Dark Elf,Male,
girara teran,Girara Teran,Dark Elf,Female,
giras indaram,Giras Indaram,Dark Elf,Male,
Giren Avilo,Giren Avilo,Dark Elf,Male,
giron manas,Giron Manas,Dark Elf,Male,
girvani sedas,Girvani Sedas,Dark Elf,Female,
giryn nirith,Giryn Nirith,Dark Elf,Male,
girynu gilnith,Girynu Gilnith,Dark Elf,Female,
golana giralvel,Golana Giralvel,Dark Elf,Female,Redoran
golar omoran,Golar Omoran,Dark Elf,Male,
goldyn belaram,Goldyn Belaram,Dark Elf,Male,
goler andrethi,Goler Andrethi,Dark Elf,Male,Telvanni
Golmerea Othravel,Golmerea Othravel,Dark Elf,Female,
gols nilvon,Gols Nilvon,Dark Elf,Male,
golven hleran,Golven Hleran,Dark Elf,Male,Redoran
golveso senim,Golveso Senim,Dark Elf,Female,Telvanni
golvyni faryon,Golvyni Faryon,Dark Elf,Female,
gomeso sarano,Gomeso Sarano,Dark Elf,Female,
goras andrelo,Goras Andrelo,Dark Elf,Male,Redoran
gordol,Gordol,Dark Elf,Male,
Goren Andarys,Goren Andarys,Dark Elf,Male,Morag Tong
gorenea andrano,Gorenea Andrano,Dark Elf,Female,
Goris the Maggot King,Goris the Maggot King,Dark Elf,Male,
goron lleran,Goron Lleran,Dark Elf,Male,Temple
gorven menas,Gorven Menas,Dark Elf,Female,Telvanni
gothren,Gothren,Dark Elf,Male,Telvanni
gragus lleran,Gragus Lleran,Dark Elf,Male,Morag Tong
grand inquisitor,Grand Inquisitor,Dark Elf,Male,Temple
Guldrise Dralor,Guldrise Dralor,Dark Elf,Female,Thieves Guild
Gulena Girith,Gulena Girith,Dark Elf,Female,
guls llervu,Guls Llervu,Dark Elf,Male,Redoran
gulvilie arinith,Gulvilie Arinith,Dark Elf,Female,
guril retheran,Guril Retheran,Dark Elf,Male,Redoran
hainab,Hainab,Dark Elf,Female,Ashlanders
hainab lasamsi,Hainab Lasamsi,Dark Elf,Male,
hairan,Hairan,Dark Elf,Male,Ashlanders
hairan mannanalit,Hairan Mannanalit,Dark Elf,Female,Ashlanders
haleneri salor,Haleneri Salor,Dark Elf,Female,Hlaalu
han-ammu,Han-Ammu,Dark Elf,Male,Ashlanders
hanarai assutlanipal,Hanarai Assutlanipal,Dark Elf,Female,Sixth House
hannabi zabynatus,Hannabi Zabynatus,Dark Elf,Female,
hannat zainsubani,Hannat Zainsubani,Dark Elf,Male,Thieves Guild
hansi saharnatturapli,Hansi Saharnatturapli,Dark Elf,Female,
hassour zainsubani,Hassour Zainsubani,Dark Elf,Male,Thieves Guild
hemus zelma-alit,Hemus Zelma-Alit,Dark Elf,Male,
hentus yansurnummu,Hentus Yansurnummu,Dark Elf,Male,Temple
hetman abelmawia,Hetman Abelmawia,Dark Elf,Male,
hibaddar ilath-pal,Hibaddar Ilath-Pal,Dark Elf,Male,
hinammu shishara,Hinammu Shishara,Dark Elf,Male,
hinummu siddurnanit,Hinummu Siddurnanit,Dark Elf,Female,
hirarend,Hirarend,Dark Elf,Male,Ashlanders
hlaalu guard,Hlaalu Guard,Dark Elf,Male,Hlaalu
hlaalu guard_outside,Hlaalu Guard,Dark Elf,Male,Hlaalu
hlaalu sharpshooter,Hlaalu Sharpshooter Guard,Dark Elf,Male,Hlaalu
hlaren ramoran,Hlaren Ramoran,Dark Elf,Male,Redoran
hlaroi faryon,Hlaroi Faryon,Dark Elf,Male,
hlavora sadas,Hlavora Sadas,Dark Elf,Female,
