"Done","Conflict","Source","InfoId","Race","Gender","SpeakerId","FactionId","FactionRank","DialogueText"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","falam hlaalu","","","Welcome, I am Falam Hlaalu. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","High Elf","Male","falanaamo","","","Welcome, I am Falanaamo. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","falanu indaren","","","Welcome, I am Falanu Indaren. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","falena hlaren","","","Welcome, I am Falena Hlaren. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Female","falion","","","Welcome, I am Falion. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","falura llervu","","","Welcome, I am Falura Llervu. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Falvis Tunel","","","Welcome, I am Falvis Tunel. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","fanar fork-beard","","","Welcome, I am Fanar Fork-Beard. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","Fanasa Ienith","","","Welcome, I am Fanasa Ienith. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","fanisea irano","","","Welcome, I am Fanisea Irano. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","Fanuse Farano","","","Welcome, I am Fanuse Farano. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Female","fara","","","Welcome, I am Fara. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","faralenu henim","","","Welcome, I am Faralenu Henim. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Male","fargoth","","","Welcome, I am Fargoth. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Redguard","Male","farmin","","","Welcome, I am Farmin. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","farusea salas","","","Welcome, I am Farusea Salas. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","farvam faram","","","Welcome, I am Farvam Faram. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","farvyn oreyn","","","Welcome, I am Farvyn Oreyn. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Breton","Female","fasele viralaine","","","Welcome, I am Fasele Viralaine. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","fathusa girethi","","","Welcome, I am Fathusa Girethi. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","favani faryon","","","Welcome, I am Favani Faryon. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","favas nilem","","","Welcome, I am Favas Nilem. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","favela dralor","","","Welcome, I am Favela Dralor. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","faven arns","","","Welcome, I am Faven Arns. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","faver seran","","","Welcome, I am Faver Seran. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","favise selaren","","","Welcome, I am Favise Selaren. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","favona gilnith","","","Welcome, I am Favona Gilnith. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","fedar davus","","","Welcome, I am Fedar Davus. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","fedris tharen","","","Welcome, I am Fedris Tharen. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","fedura sethan","","","Welcome, I am Fedura Sethan. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","Felara Thimalvel","","","Welcome, I am Felara Thimalvel. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","felayn andral","","","Welcome, I am Felayn Andral. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","felisi serano","","","Welcome, I am Felisi Serano. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","felsa hleran","","","Welcome, I am Felsa Hleran. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","felsu telas","","","Welcome, I am Felsu Telas. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","felvos droryn","","","Welcome, I am Felvos Droryn. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","femer veralor","","","Welcome, I am Femer Veralor. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Fendel Alam","","","Welcome, I am Fendel Alam. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Fendros Varys","","","Welcome, I am Fendros Varys. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","fendryn drelvi","","","Welcome, I am Fendryn Delvi. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Imperial","Female","Fentula Pevengius","","","Welcome, I am Fentula Pevengius. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","feralea ramori","","","Welcome, I am Feralea Ramori. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","ferele athram","","","Welcome, I am Ferele Athram. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","feril salmyn","","","Welcome, I am Feril Salmyn's Corpse. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","ferise varo","","","Welcome, I am Ferise Varo. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","feruren oran","","","Welcome, I am Feruren Oran. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","fervas reloro","","","Welcome, I am Fervas Reloro. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","fervsea girothran","","","Welcome, I am Fervsea Girothran. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","fevasa saryon","","","Welcome, I am Fevasa Saryon. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","Fevila Bethrano","","","Welcome, I am Fevila Bethrano. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","fevris senoril","","","Welcome, I am Fevris Senoril. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","fevus aryon","","","Welcome, I am Fevus Aryon. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","fieryra","","","Welcome, I am Fieryra. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Female","filbeneth","","","Welcome, I am Filbeneth. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Male","fillin","","","Welcome, I am Fillin. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Male","findulain","","","Welcome, I am Findulain. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Male","fine_mouth","","","Welcome, I am Fine-Mouth. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","High Elf","Female","fistelle","","","Welcome, I am Fistelle. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","Fjol","","","Welcome, I am Fjol. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","Fjorgeir","","","Welcome, I am Fjorgeir. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","fjori the stout","","","Welcome, I am Fjori the Stout. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","fjorrod","","","Welcome, I am Fjorrod. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","folsi thendas","","","Welcome, I am Folsi Thendas. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","folvalie omalor","","","Welcome, I am Folvalie Omalor. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","folyni dran","","","Welcome, I am Folyni Dran. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","fonus rathryon","","","Welcome, I am Fonus Rathryon. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Male","fore paw","","","Welcome, I am Fore Paw. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","foryn gilnith","","","Welcome, I am Foryn Gilnith. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","fothas thirandus","","","Welcome, I am Fothas Thirandus. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Fovus Faravel","","","Welcome, I am Fovus Faravel. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","fraki","","","Welcome, I am Fraki. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Imperial","Female","Fralvia Sibassius","","","Welcome, I am Fralvia Sibassius. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Breton","Female","frelene acques","","","Welcome, I am Frelene Acques. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Redguard","Male","Frink Ruuz","","","Welcome, I am Frink Ruuz. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Female","fryfnhild","","","Welcome, I am Fryfnhild. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Imperial","Male","Furius Acilius","","","Welcome, I am Furius Acilius. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","Gadasu Serothan","","","Welcome, I am Gadasu Serothan. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","gadela andus","","","Welcome, I am Gadela Andus. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","gaden llarys","","","Welcome, I am Gaden Llarys. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","Gadyni Rethan","","","Welcome, I am Gadyni Rethan. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Male","gah_julan","","","Welcome, I am Gah Julan. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Male","gakkenfeld","","","Welcome, I am Gakkenfeld. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Galam Llendu","","","Welcome, I am Galam Llendu. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Galar Baren","","","Welcome, I am Galar Baren. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Female","galdiir","","","Welcome, I am Galdiir. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Galdres Ienith","","","Welcome, I am Galdres Ienith. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","galen berer","","","Welcome, I am Galen Berer. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","galeri uveleth","","","Welcome, I am Galeri Uveleth. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","galis seleth","","","Welcome, I am Galis Seleth. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Male","galmir","","","Welcome, I am Galmir. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Galmis Dren","","","Welcome, I am Galmis Dren. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","gals arethi","","","Welcome, I am Gals Arethi. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","galsu tedas","","","Welcome, I am Galsu Tedas. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Male","galthragoth","","","Welcome, I am Galthragoth. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","galtis guvron","","","Welcome, I am Galtis Guvron. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Galtis Serethi","","","Welcome, I am Galtis Serethi. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","galyn arvel","","","Welcome, I am Galyn Arvel. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Male","gam-kur","","","Welcome, I am Gam-Kur. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Redguard","Male","Gancolm","","","Welcome, I am Gancolm. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","gandela indoran","","","Welcome, I am Gandela Indoran. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","ganus lloryn","","","Welcome, I am Ganus Lloryn. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","garalo andalas","","","Welcome, I am Garalo Andalas. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","garding","","","Welcome, I am Garding the Bold. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Male","garothmuk gro-muzgub","","","Welcome, I am Garothmuk gro-Muzgub. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Redguard","Male","garry","","","Welcome, I am Garry. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","garyn girith","","","Welcome, I am Garyn Girith. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Male","garzonk gro-mulakh","","","Welcome, I am Garzonk gro-Mulakh. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Male","gashna gro-mogduk","","","Welcome, I am Gashna gro-Mogduk. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Female","gashnakh gra-mughol","","","Welcome, I am Gashnakh gra-Mughol. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","gavesu arelas","","","Welcome, I am Gavesu Arelas. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Male","gazaleam","","","Welcome, I am Gazalem. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Breton","Male","geor matreinace","","","Welcome, I am Geor Matreinace. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Male","gerrilgor","","","Welcome, I am Gerrilgor. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Male","ghamborz gro-bagdub","","","Welcome, I am Ghamborz gro-Bagdub. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Male","ghamonk gro-agadbu","","","Welcome, I am Ghamonk gro-Agadbu. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Female","ghob gra-gholob","","","Welcome, I am Ghob gra-Gholob. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Male","ghoragdush gro-kashug","","","Welcome, I am Ghoragdush gro-Kashug. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Male","ghorlorz gro-moghakh","","","Welcome, I am Ghorlorz gro-Moghakh. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","ghost_npc_ane teria","","","Welcome, I am Ane Teria. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","ghost_npc_conoon chodal","","","Welcome, I am Conoon Chodala. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","ghost_npc_erur-dan","","","Welcome, I am Erur-Dan. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","ghost_npc_hort_ledd","","","Welcome, I am Hort Ledd. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","ghost_npc_idrenie nerot","","","Welcome, I am Idrenie Nerothan. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","ghost_npc_peakstar","","","Welcome, I am Peakstar. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","giden nelvilo","","","Welcome, I am Giden Nelvilo. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Female","gih-ja","","","Welcome, I am Gih-Ja. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","gilas llervu","","","Welcome, I am Gilas Llervu. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Female","gilm","","","Welcome, I am Gilm. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Gilmyn Andrilo","","","Welcome, I am Gilmyn Andrilo. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","gils oril","","","Welcome, I am Gils Oril. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","gilse darethi","","","Welcome, I am Gilse Darethi. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","gilvas barelo","","","Welcome, I am Gilvas Barelo. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Gilyn Drobar","","","Welcome, I am Gilyn Drobar. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","gindas ildram","","","Welcome, I am Gindas Ildram. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","gindrala hleran","","","Welcome, I am Gindrala Hleran. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Female","giningil","","","Welcome, I am Giningil. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Ginur Marys","","","Welcome, I am Ginur Marys. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","girara teran","","","Welcome, I am Girara Teran. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","giras indaram","","","Welcome, I am Giras Indaram. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Giren Avilo","","","Welcome, I am Giren Avilo. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","giron manas","","","Welcome, I am Giron Manas. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","girvani sedas","","","Welcome, I am Girvani Sedas. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","giryn nirith","","","Welcome, I am Giryn Nirith. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","girynu gilnith","","","Welcome, I am Girynu Gilnith. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Female","gish","","","Welcome, I am Gish. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Redguard","Male","Glannison","","","Welcome, I am Glannison. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Female","glasha gra-magar","","","Welcome, I am Glasha gra-Magar. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Female","glathel","","","Welcome, I am Glathel. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Female","glob gra-ghasharzol","","","Welcome, I am Glob gra-Ghasharzol. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Male","Glonagoth","","","Welcome, I am Glonagoth. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Male","glush gro-dul","","","Welcome, I am Glush gro-Dul. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Male","gnaw tooth","","","Welcome, I am Gnaw Tooth. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","godrod hairy-breeks","","","Welcome, I am Godrod Hairy-Breeks. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","gogrek","","","Welcome, I am Gogrek. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","golar omoran","","","Welcome, I am Golar Omoran. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","goldyn belaram","","","Welcome, I am Goldyn Belaram. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","Golmerea Othravel","","","Welcome, I am Golmerea Othravel. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","gols nilvon","","","Welcome, I am Gols Nilvon. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","golvyni faryon","","","Welcome, I am Golvyni Faryon. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","gomeso sarano","","","Welcome, I am Gomeso Sarano. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","gordol","","","Welcome, I am Gordol. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","gorenea andrano","","","Welcome, I am Gorenea Andrano. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Goris the Maggot King","","","Welcome, I am Goris the Maggot King. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Female","grat gra-sharolg","","","Welcome, I am Grat gra-Sharolg. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Male","grat gro-gholfim","","","Welcome, I am Grat gro-Gholfim. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Female","grazob gra-kharz","","","Welcome, I am Grazob gra-Kharz. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Female","greidil half-troll","","","Welcome, I am Greidil Half-Troll. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Male","grey_throat","","","Welcome, I am Grey-Throat. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","gudling the rascal","","","Welcome, I am Gudling the Rascal. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","Gulena Girith","","","Welcome, I am Gulena Girith. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Female","gulfim gra-borbul","","","Welcome, I am Gulfim gra-Borbul. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Breton","Female","gulitte cienne","","","Welcome, I am Gulitte Cienne. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","gulvilie arinith","","","Welcome, I am Gulvilie Arinith. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Male","gurak gro-bagrat","","","Welcome, I am Gurak gro-Bagrat. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Redguard","Female","Gwen","","","Welcome, I am Gwen. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","haakon","","","Welcome, I am Haakon. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Female","haema farseer","","","Welcome, I am Haema Farseer. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","haesmar","","","Welcome, I am Haesmar. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","hainab lasamsi","","","Welcome, I am Hainab Lasamsi. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","hakar the candle","","","Welcome, I am Hakar the Candle. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","haki","","","Welcome, I am Haki. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","haki the halt","","","Welcome, I am Haki the Halt. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","halof","","","Welcome, I am Halof. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","Hamlof Red-tooth","","","Welcome, I am Hamlof Red-tooth. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","hamvir","","","Welcome, I am Hamvir. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Male","han-tulm","","","Welcome, I am Han-Tulm. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","hannabi zabynatus","","","Welcome, I am Hannabi Zabynatus. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","hansi saharnatturapli","","","Welcome, I am Hansi Saharnatturapli. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Male","haran","","","Welcome, I am Haran. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Khajiit","Female","harassa","","","Welcome, I am Harassa. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Male","hathei","","","Welcome, I am Hathei. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Female","heddvild","","","Welcome, I am Heddvild. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Male","heedul","","","Welcome, I am Heedul. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","hefadmir","","","Welcome, I am Hefadmir. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","heifnir","","","Welcome, I am Heifnir. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Male","heir-zish","","","Welcome, I am Heir-Zish. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Female","helga","","","Welcome, I am Helga. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Breton","Female","helviane desele","","","Welcome, I am Helviane Desele. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","hemus zelma-alit","","","Welcome, I am Hemus Zelma-Alit. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","herd","","","Welcome, I am Herd. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","hetman abelmawia","","","Welcome, I am Hetman Abelmawia. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","hibaddar ilath-pal","","","Welcome, I am Hibaddar Ilath-Pal. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Male","hides_his_eyes","","","Welcome, I am Hides His Eyes. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Male","hides_his_foot","","","Welcome, I am Hides-His-Foot. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Male","high-heart","","","Welcome, I am High-Heart. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","higil","","","Welcome, I am Higil. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","hinammu shishara","","","Welcome, I am Hinammu Shishara. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","hinummu siddurnanit","","","Welcome, I am Hinummu Siddurnanit. What can I do for you %PCRank?"
