,InfoId,SpeakerId,SpeakerName,Race,Gender,Faction,Rank,Type,PCRank,Dialogue,,
1,id_26082108611162423596,Elbert Nermarc,Elbert Nermarc,Breton,Male,,,Topic,,"I stepped closer to one to get a better look, and it shocked me. Badly, at that. Took several hours to regain the feeling in my left arm. At the time, I stumbled and fell, only to hear her laughing maniacally. She was upset that they weren't strong enough! When I'd recovered a bit, I tried asking what she was up to, and she exploded at me. Accused me of being a spy, of trying to steal from her. She ran me out of the manor, and I haven't spoken to her since, which suits me just fine.",,
1,id_221564009157015447,Elbert Nermarc,Elbert Nermarc,Breton,Male,,,Topic,,"I was sorry to hear about what happened to her. But I must say that I'm glad you're all right, %PCName.",,
1,id_508721402221337924,Elbert Nermarc,Elbert Nermarc,Breton,Male,,,Topic,,"I've told you everything I can about her. We never spoke about anything other than enchantments, and I have no idea what she intended to do. She's quite paranoid, for some reason.",,
1,id_30968968511680692,Elbert Nermarc,Elbert Nermarc,Breton,Male,,,Topic,,"NO! I want nothing to do with her...  wait, what? Oh, I'm sorry. I thought you wanted me to go see her. I'm not going anywhere near her again, after what happened. It was fine when she first showed up, asking about enchantments and such. But when she had me look at those strange devices, it was clear I'd gotten in over my head.",,
1,id_14890213041174414341,Elbert Nermarc,Elbert Nermarc,Breton,Male,,,Topic,,"Thank you for returning it to me, %PCName.",,
1,id_319589261196256201,Elbert Nermarc,Elbert Nermarc,Breton,Male,,,Topic,,"Yes, as I said, it started out with simple questions. She'd show up every now and then, acting a little odd, asking about what would be involved in enchanting various sorts of objects. I assumed she had a passing interest in the subject, until she begged me to visit her manor to help her with something she was working on. There were more than a dozen of them strewn about the place. I'd never seen anything like them before; maybe they were Dwemer in origin.",,
1,id_765114483039422559,Elbert Nermarc,Elbert Nermarc,Breton,Male,,,Topic,,Yes?,,
1,id_7723313581324221287,Elbert Nermarc,Elbert Nermarc,Breton,Male,,,Topic,,You found what?  Where?  Goodness!  I simply thought I'd misplaced the book somewhere.  May I have it back?,,
1,id_1340729413513231048,fenas madach,Fenas Madach,Breton,Male,Thieves Guild,Wet Ear,Topic,,"As it wears out, armor becomes less effective. Broken armor is completely useless until you repair it, but worn armor stops only a fraction of the damage that new or well-maintained armor does. Learn the basics of armor repair, and go over your armor, piece by piece, before every big battle. Or visit a smith regularly to keep your armor in good shape.",,
1,id_23846159481541418193,fenas madach,Fenas Madach,Breton,Male,Thieves Guild,Wet Ear,Topic,,"Bilsa Andaram said she heard a group of smugglers talking about a trans-shipment point in a cave up on the coast in the West Gash. All she could catch was that it was north of Koal Cave and the Odai River, and that it was near a natural bridge of rock that arched over the water.",,
1,id_27508144572074118082,fenas madach,Fenas Madach,Breton,Male,Thieves Guild,Wet Ear,Topic,,"Both the Western 'militia' and eastern 'Ashlander' armor styles depends on light, cheap leather armors. The Eastern reinforced chitin armor, however, is distinctly superior to Western-style leather armors, and offers better protection, pound for pound and drake for drake, than any other armor. The 'glass' light armors of the noble Great Houses are in the high Altmer style, strikingly light and stylish, and comparable with the ebony and daedric in protection, but are expensive and in short supply.",,
1,id_167532040476447143,fenas madach,Fenas Madach,Breton,Male,Thieves Guild,Wet Ear,Topic,,Lockpicks are used to open locked doors and other locked containers. Locksmiths use these devices when the owner has lost his keys. Professionals of another sort use lockpicks for less honorable purposes.,,
1,id_26605962113928693,fenas madach,Fenas Madach,Breton,Male,Thieves Guild,Wet Ear,Topic,,"Probes are used for detecting and disarming traps on doors and other containers. Although locksmiths have perfectly legitimate uses for these tools, they are more often used for less legitimate purposes by thieves and agents.",,
1,id_727781822443375,fenas madach,Fenas Madach,Breton,Male,Thieves Guild,Wet Ear,Topic,,"Short blades include the dagger, tanto, shortsword, and wakizashi. Long blades include the broadsword, saber, longsword, katana, claymore, and dai-katana. Blunt weapons include the club, staff, mace, morningstar, and warhammer. Axes include the war axe and battle axe. Spears include spears and halberds. Marksman weapons include short bow, long bow, crossbow, throwing star, and throwing knife. Bows shoot arrows; crossbows shoot bolts. Use of each weapon type relies on a different skill.",,
1,id_183592616617028443,fenas madach,Fenas Madach,Breton,Male,Thieves Guild,Wet Ear,Topic,,"The dagger and short sword are Western Imperial weapons. The tanto and wakizashi are styled after Akaviri blades. These weapons are light and fast, most effective against lightly armored opponents, but a skilled user can outlast more heavily armed and armored opponents. The dagger, tanto, and short sword are thrusting weapons, the wakizashi a chopping and slashing weapon. Rank them by effectiveness as dagger, tanto, short sword, and wakizashi, with dagger least effective.",,
1,id_221883905681824189,fenas madach,Fenas Madach,Breton,Male,Thieves Guild,Wet Ear,Topic,,"Weapons become less effective with wear. Eventually they break, and are useless until you repair them, but a worn weapon does only a fraction of the damage it should do. You'll hack and stab and slash away, and suddenly realize you're doing almost nothing to your enemy. So learn the basics of weapon repair, and touch up your weapons before every big fight, or pay a smith to keep your weapons in top shape.",,
1,id_2392016972301319934,frizkav brutya,Frizkav Brutya,Breton,Male,Thieves Guild,Operative,Topic,,"It's a fair cop. I'm doin' me time, and walkin' free. Else me poor mum'd be worryin' 'erself sick.",,
1,id_3257691912458827939,frizkav brutya,Frizkav Brutya,Breton,Male,Thieves Guild,Operative,Greeting,,"Nothing to do with me, mate. Ain't shiftin'. Did the crime, and doin' me time.",,
1,id_861069901762819529,frizkav brutya,Frizkav Brutya,Breton,Male,Thieves Guild,Operative,Greeting,,"Told ya, mate. Nothin' doin'.",,
1,id_281416807327643731,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"Ah, thank you, %PCName. I was unaware you did charity work in addition to your other talents.",,
1,id_32340282612845922574,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"An insufferable woman, frankly.  Brainless, too, if you want my honest opinion.  I've tried to deal with her rationally, but she simply won't hear it.  She doesn't understand what this collection means to me.  Keeps ranting about 'sentimental value', and how I'm trying to dishonor her husband's memory.  Now she won't even talk to me.  That's where you come in.",,
1,id_2500013613722825900,Geon Auline,Geon Auline,Breton,Male,,,Topic,,Are you here to deliver the potion?,,
1,id_218692149495794048,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"Excellent!  Here's what I can tell you.  Arnsa Thendas has recently been widowed.  Her husband, Sandas, was a local nobleman, but amassed quite a bit of debt during his waning years.  His death has left the widow with quite a financial burden.  As such, she may be willing to part with the dagger for money.  If you can find another way to get it from her, by all means take advantage of it.  I will compensate you adequately, I promise you.",,
1,id_1624527493102516439,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"Fantastic!  I don't need to know the details of how you got it.  In fact, I'd rather not know.  Here is your payment; I think you'll find it's a bit more than the dagger is actually worth.  I do appreciate what you've done for me.",,
1,id_775770141550111364,Geon Auline,Geon Auline,Breton,Male,,,Greeting,,Have you acquired the Droth Dagger?,,
1,id_1756530965391912171,Geon Auline,Geon Auline,Breton,Male,,,Greeting,,"Hello, %PCName. Thank you again for helping me acquire the Droth Dagger.",,
1,id_27518247831477521212,Geon Auline,Geon Auline,Breton,Male,,,Greeting,,"Hello.  I am Geon Auline, collector of fine artifacts.",,
1,id_443723601239526003,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"I do hope you can acquire that Droth Dagger for me, %PCName.  It would complete a most wonderful collection, perhaps something the Museum of Artifacts would be interested in.",,
1,id_1458628831211458510,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"Is this some kind of joke? I'm a sick man, and I need to return to my work. I don't have time for games.",,
1,id_396017539366711941,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"It's one of several made by artisans during the 2nd Age.  They were crafted for a group of Dunmer nobles, each bearing a mark of the owner.  Of course, it takes a trained eye to distinguish one from a normal dagger...  I've acquired all but the Droth Dagger, and have recently been made aware that the widow Arnsa Thendas is in possession of one.  Would you be wiling to help me retrieve it?",,
1,id_28087323991298431366,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"It's one of several made by artisans towards the end of the Second Age.  They were crafted for a group of Dunmer nobles, each bearing a mark of the owner.  Of course, it takes a trained eye to distinguish one from a normal dagger...  I've acquired all but the Droth Dagger, and have recently been made aware that the widow Arnsa Thendas was in possession of one, shortly before her untimely death.  Can you help me find out what happened to it?",,
1,id_1356822394660930084,Geon Auline,Geon Auline,Breton,Male,,,Topic,,Just come back here once you've gotten it.,,
1,id_17871294451652729793,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"Managed to get it from her, did you? Wonderful. I hate to admit it, but I do feel inclined to gloat a bit. I despise that woman so...",,
1,id_288483223076897562,Geon Auline,Geon Auline,Breton,Male,,,Greeting,,"No, I'll find someone else. But thank you, anyway.",,
1,id_27427225562271510984,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"Oh, I'm sorry. It's just that Nerile at the Temple said she'd send someone over with it. I suppose I assumed it was you; I don't often get visitors.",,
1,id_1875227802703616740,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"Oh, it doesn't matter anymore. You've gone and bungled the whole matter anyway.",,
1,id_52344611140020899,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"Perhaps I'd have better luck opening a store of some sort, since oafs like you seem to be more interested in selling things than procuring them for investors. Hear that, %PCName? It's SARCASM.",,
1,id_28976202792423422302,Geon Auline,Geon Auline,Breton,Male,,,Topic,,Perhaps you'll have better luck dealing with her than I have up to this point.  You can find her in Thendas Manor in the residential district. I'd ask that you please try and get to her before this Estate Sale of hers.,,
1,id_16450114842995430902,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"PLEASE don't joke like that, %PCName. I couldn't bear the thought of that beautiful dagger sitting in some dusty shop someplace.",,
1,id_2835430587993021058,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"She's auctioning off some of her late husband's effects, from what I understand. I worry that the Droth dagger may be included in the auction, and I might lose track of it. I, ah, won't be allowed at the auction.",,
1,id_4700105752189125138,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"Thank you so much, %PCName. I'll be able to return to my work in full health. Give my regards to Nerile, would you?",,
1,id_2093648261068731590,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"Thank you. It seems you don't quite make a mess of everything, now do you?",,
1,id_17524192531849014250,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"That's....disappointing.  Perhaps I can try some other method to acquire the dagger, then.  Ah, well.  I appreciate you listening to the story, at any rate.",,
1,id_2615928702192531125,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"This Droth Dagger has had me occupied for quite some time.  I've located one, but have had a rather, ah, difficult time obtaining it.  I freely admit I'm obsessing a bit over it.",,
1,id_30557132192023217677,Geon Auline,Geon Auline,Breton,Male,,,Topic,,Very funny.  I see that you've got it there.  Now let's stop these shenanigans.  Just hand it over.,,
1,id_2388145121444024191,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"Well, %PCName?  Have you managed to acquire the dagger?",,
1,id_200342324728694174,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"Well, I wish her all the best with it. And with everything else. Long life, good health, whatever.",,
1,id_2580326396803122628,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"Well, let me know when you have it.",,
1,id_1306292171999413059,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"Well, now that I have the full collection of daggers, I may contact the Mournhold Artifact Museum.  They're all so wonderful, aren't they?",,
1,id_1944028779412524154,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"Well, where is it?  I do appreciate a good sense of humor, but this is not a subject I'm inclined to joke about.  Please bring me the dagger as soon as you have it.",,
1,id_1346147121435427780,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"What?  What can you possibly want it for, especially knowing how important it is to me?  Please reconsider this course of action.",,
1,id_58612572397432227,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"Wonderful!  I know that she had been planning an Estate Sale to auction off some of her husbands' things.  He died a short while ago, and left her with some rather large debts.  The Thendas manor is here in the Residential District... perhaps the Droth Dagger is still there.  A shame about her death, really.  I will, however, pay you should you be able to get it for me.",,
1,id_2311161141269921179,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"Yes, I have amassed quite a collection of rare items, some of which you see displayed here.  I'm currently working on the last piece of a set, a very rare Droth Dagger.  It's been a challenge to track one down, to say the least.",,
1,id_125092882132498282,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"Yes, I heard of her, ah 'untimely' demise. I don't presume to know the details. In fact, I don't think I care to know the details. Agreed, %PCName?",,
1,id_645811855296408403,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"Yes, thank you for helping me. It's a silly story, really. I'd been down in the sewers...  why? Well, I'd gotten a tip that a rare and valuable item might be down there. All I found, however, was rats. No matter now; everything is fine.",,
1,id_18069211062775032265,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"Yes, that's me.",,
1,id_9091831125373825,Geon Auline,Geon Auline,Breton,Male,,,Greeting,,You again? Haven't you made enough of a mess of things?,,
1,id_8845319642464032097,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"You did WHAT?  What could you possibly have been thinking?  This makes a mess of everything.  Why not just stab me in the back with it, instead?  That'd have been less painful for me.  Get out of my sight.",,
1,id_48559331434528926,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"You have done me a great service, %PCName.  I finally have the full set.  Aren't they beautiful?",,
1,id_12223619297979364,Ingwold,Inwold,Breton,Male,,,Greeting,,"I can't thank you enough. I wish I had a more suitable reward. If you don't mind, I'll think I had better wait here for a while until I calm down. But I'll be just fine.",,
1,id_118502852626469614,Ingwold,Inwold,Breton,Male,,,Topic,,I'm sorry. Really sorry. They made me wear it. I have no idea where it came from. Probably one of the little scamps was being forced to wear it in some terrible well of Oblivion when I summoned him. But you must admit -- it certainly is a conversation piece.,,
1,id_2159075413115622935,Ingwold,Inwold,Breton,Male,,,Greeting,,"Please. Have mercy. I was the sorcerer on this job, but the ogrim got out of control. And the scamps slaughtered my companions and served them to me in a broth. And stripped me. And made me wear this outfit. Help me out of here. Please. Get me a potion of levitation -- there're several in here -- and I'll give you... this very attractive skirt. And this remarkable hat. They're all I have.",,
1,id_16567158411441232244,Ingwold,Inwold,Breton,Male,,,Greeting,,"Please? Get me a potion of levitation, and I'll give you this very attractive skirt. And this remarkable hat. I'm sure there are several levitation potions around here somewhere.",,
1,id_26043187562101520676,Ingwold,Inwold,Breton,Male,,,Greeting,,"Thank you for the levitation potion. Very, very much. If you don't mind, I'll just wait here for a while until I calm down. But, as promised, here are the skirt and hat.",,
1,id_2280446751660528687,Ingwold,Inwold,Breton,Male,,,Greeting,,"Thank you for the levitation potion. Very, very much. If you don't mind, I'll just wait here for a while until I calm down. But, as promised, here are the skirt and hat.",,
1,id_1208245622306210528,Ingwold,Inwold,Breton,Male,,,Greeting,,"Thank you for the levitation potion. Very, very much. If you don't mind, I'll just wait here for a while until I calm down. But, as promised, here are the skirt and hat.",,
1,id_26444255211847323376,Ingwold,Inwold,Breton,Male,,,Greeting,,"Thank you for the levitation potion. Very, very much. If you don't mind, I'll just wait here for a while until I calm down. But, as promised, here are the skirt and hat.",,
1,id_447368322090871,Ingwold,Inwold,Breton,Male,,,Greeting,,"Thank you for the levitation potion. Very, very much. If you don't mind, I'll just wait here for a while until I calm down. But, as promised, here are the skirt and hat.",,
1,id_555813204375423556,Ingwold,Inwold,Breton,Male,,,Greeting,,"Thank you. Thank you again. I wish I had a more suitable reward for you. But I'm really, really grateful for your help. And I'll never get mixed up with smugglers -- or scamps -- again.",,
1,id_15071273812848127733,Ingwold,Inwold,Breton,Male,,,Greeting,,"Thank you. Thank you again. I wish I had a more suitable reward. But I assure you, I will tell everyone I meet how you helped me, and how you refused any reward. I'm really, really grateful. And I promise -- I'll never get mixed up with smugglers -- or scamps -- again.",,
1,id_2520856961659030093,Ingwold,Inwold,Breton,Male,,,Greeting,,"Thank you. Thank you again. I'm really, really grateful. And I promise -- I'll never get mixed up with smugglers -- or scamps -- again.",,
1,id_235972793246249827,Ingwold,Inwold,Breton,Male,,,Greeting,,"Thank you. Thank you again. The skirt is probably worth a lot. And I understand about the hat. One has to draw the line somewhere. But I'm really, really grateful for your help. And I'll never get mixed up with smugglers -- or scamps -- again.",,
1,id_16129127711335016141,Ingwold,Inwold,Breton,Male,,,Greeting,,"Thank you. Thank you again. You have no idea how glad I am to get rid of that hat. And thanks for leaving me the skirt. It's not really my color. But better than nothing. I'm really, really grateful for your help. And I'll never get mixed up with smugglers -- or scamps -- again.",,
1,id_3205961913097830456,Ingwold,Inwold,Breton,Male,,,Topic,,"Well. They stripped me. And made me wear it. And it's drafty in here. It's quite well-made, really, and probably worth a lot.",,
1,id_2703964301551212048,Ingwold,Inwold,Breton,Male,,,Topic,,"Well. They stripped me. And made me wear it. And it's drafty in here. It's quite well-made, really, and probably worth a lot. And on you, it might not look quite so silly.",,
1,id_1945021127734422272,jocien ancois,Jocien Ancois,Breton,Male,Imperial Cult,Acolyte,Greeting,,I dare not leave until these outcast Erabinimsun have been dealt with.,,
1,id_407135631343823816,jocien ancois,Jocien Ancois,Breton,Male,Imperial Cult,Acolyte,Greeting,,You have dealt with my captors. I will find my own way back to the Erabinimsun and continue to teach them of the Empire and its ways.,,
1,id_24122278802909716300,jocien ancois,Jocien Ancois,Breton,Male,Imperial Cult,Acolyte,Greeting,,You have dealt with my captors. I will find my own way back to the Erabinimsun and continue to teach them of the Empire and its ways.,,
1,id_5726202931202822015,joncis dalomax,Joncis Dalomax,Breton,Male,Imperial Legion,Knight Errant,Greeting,,"I cannot leave, not while my captors still live.",,
1,id_1281415247165743112,joncis dalomax,Joncis Dalomax,Breton,Male,Imperial Legion,Knight Errant,Greeting,,"You have killed my captors, and I am grateful. I can find my own way from here.",,
1,id_27026660941786938,listien bierles,Listien Bierles,Breton,Male,Mages Guild,Apprentice,Topic,,"At first he did everything I told him, but he tricked me! He wasn't really under my control. Then he started tearing the place up, and he took all my clothes, and I locked myself in this closet, and it's been just horrible. I don't want to be a Sorcerer anymore. I won't ever summon another Daedra as long as I live.",,
1,id_2819732201947920977,listien bierles,Listien Bierles,Breton,Male,Mages Guild,Apprentice,Topic,,"I wanted to be a real Sorcerer, not just Huleen's apprentice for the rest of my life. I wanted to prove I could summon a scamp... Then Huleen would have to take me seriously. I'm just glad it's all over now. Thanks for killing the scamp, %PCName.",,
1,id_10553263031520607,listien bierles,Listien Bierles,Breton,Male,Mages Guild,Apprentice,Greeting,,I'm just glad it's over.,,
1,id_2480216428246772666,listien bierles,Listien Bierles,Breton,Male,Mages Guild,Apprentice,Greeting,,I'm so sorry. It was all my fault.,,
1,id_25582206412517917115,listien bierles,Listien Bierles,Breton,Male,Mages Guild,Apprentice,Greeting,,"Is the Scamp really gone? Thank you, whoever you are. This is all my fault.",,
1,id_822187301391323893,listien bierles,Listien Bierles,Breton,Male,Mages Guild,Apprentice,Topic,,Kill it! Kill the scamp before it causes any more trouble!,,
1,id_224065982328316707,listien bierles,Listien Bierles,Breton,Male,Mages Guild,Apprentice,Greeting,,"Oh, thank Julianos you're here! It's all my fault!",,
1,id_791920981619932389,listien bierles,Listien Bierles,Breton,Male,Mages Guild,Apprentice,Topic,,"Please, kill the scamp! I didn't know I couldn't control it!",,
1,id_2611214552655615104,listien bierles,Listien Bierles,Breton,Male,Mages Guild,Apprentice,Greeting,,"Please, whoever you are, kill the Scamp before it causes any more trouble.",,
1,id_267223209468811046,louis beauchamp,Louis Beauchamp,Breton,Male,,,Greeting,,%PCName!  You...you're here...and...well...I mean...you've returned!  Have you...that is...do you know...what has happened to my...my airship?,,
1,id_2153163711741830996,louis beauchamp,Louis Beauchamp,Breton,Male,,,Greeting,,%PCName!  You...you're here...and...well...I mean...you've returned!  What news?,,
1,id_12477278821875413117,louis beauchamp,Louis Beauchamp,Breton,Male,,,Greeting,,%PCName!  You...you're here...and...well...I mean...you've returned!  What news?,,
1,id_11607278131111020816,louis beauchamp,Louis Beauchamp,Breton,Male,,,Greeting,,%PCName!  You...you're here...and...well...I mean...you've returned!  What news?,,
1,id_349314651485622512,louis beauchamp,Louis Beauchamp,Breton,Male,,,Greeting,,%PCName!  You...you're here...and...well...I mean...you've returned!  What news?,,
1,id_438109831262019262,louis beauchamp,Louis Beauchamp,Breton,Male,,,Greeting,,%PCName!  You...you're here...and...well...I mean...you've returned!  What news?  Have you...do you have...the Amulet of Infectious Charm?,,
1,id_297691421819063538,louis beauchamp,Louis Beauchamp,Breton,Male,,,Greeting,,%PCName!  You...you're here...and...well...I mean...you've returned!  What news?  Have you...do you have...the Amulet of Infectious Charm?,,
1,id_895040931970927504,louis beauchamp,Louis Beauchamp,Breton,Male,,,Greeting,,"Aha!  %PCName, my old friend!  Wonderful to *cough* see you again.  Did I ever tell you how magnificently you *cough* performed your duties?  Locating the airship, returning the *cough* amulet...simply marvelous.  Thanks to you, Louis Beauchamp is an *cough* absolute lady killer!  Blondes, brunettes, red heads -- I'll take 'em all...and they can't resist me!  Ha!  It's a shame I've got this *cough* fever.  It's starting to slow me down!  Well, got to run.  I've got a *cough* hot date!",,
1,id_12795611575879682,louis beauchamp,Louis Beauchamp,Breton,Male,,,Topic,,"Did they fly off course?  Or maybe...maybe they found the amulet, and...and flew away!  To meet women!  No fair maiden could resist a man with the...the Amulet of Infectious Charm...in an airship, no less!  Say...%PCName.... I...I don't suppose you're...well...for hire?  I would...pay you...greatly...to find my airship.  I'd need proof of what happened to it, of course!  Evidence, as it were...just...just to be sure.  And...of course...to bring me the...the amulet!  I NEED that amulet.",,
1,id_7023137071009331559,louis beauchamp,Louis Beauchamp,Breton,Male,,,Topic,,"Hrothmund's Barrow is a grave...well...crypt.  It is said to lie...that is, the barrow is at the eye...of the wolf. There's a formation, you see.  Rock...ice...that sort of thing.  Shaped like a wolf...the wolf that killed Hrothmund!  He's said to be um....entombed...at the wolf's eye.  It's only visible from the sky...or, well...an airship.  That's why I...built it.  Build the airship, hire the crew, they find the barrow and recover the amulet. Then they bring it to me!  Perfect plan, I thought....",,
1,id_43758722053027926,louis beauchamp,Louis Beauchamp,Breton,Male,,,Topic,,"I...built an airship, you see.  Quite a...quite a...um...beautiful craft, if I may be so...bold. Some scavenged Dwemer equip...um...parts, a few, you know...ahh...long-lasting levitation spells.  Very clever...a capital idea, I know!  Even hired a gang of...well, a crew I guess you'd call them.  They were to fly far...to the north!  Away from all this dust...to Solstheim! I paid them...paid them rather well.  They were to locate Hrothmund's Barrow, and find a certain...um...item.",,
1,id_14433148062632914682,louis beauchamp,Louis Beauchamp,Breton,Male,,,Topic,,"I...I suppose I should have...well, you know...gone myself.  But all that...flying, and cold weather and...well, maybe danger!  That's what I...what I get for trying to do...you know, hire...someone else to do the job...well, expedition, really....",,
1,id_611517001310451047,louis beauchamp,Louis Beauchamp,Breton,Male,,,Topic,,"It's a gravesite, you see.  Located...situated near...um...well, if the stories are true, and I believe...well, I hope they are...Hrothmund's Barrow is at the eye...eye of the wolf, you see.  You can only see the eye...only see the whole wolf, really...from the air!  So...if I may say so...the airship was a brilliant idea.",,
1,id_3263613560104746006,louis beauchamp,Louis Beauchamp,Breton,Male,,,Topic,,"My crew...I...I guess you'd call them...they were to recover the Amulet of Infectious Charm.  It can make its holder...wearer, I'd guess you'd say...well, it can make a man....  Well, let's just say, there's this...this girl.  And I was thinking the amulet could...might be able to...well, you know....",,
1,id_10389276342426430826,louis beauchamp,Louis Beauchamp,Breton,Male,,,Topic,,"Oh, %PCName, the ship...well, airship...is so very beautiful.  The best...most ambitious thing...that is to say...it was my, well...pet project.  And it flew...so very well! Well...um...it flew, and I...um..I guess that was good enough...hmmm....",,
1,id_2343294341535712731,louis beauchamp,Louis Beauchamp,Breton,Male,,,Greeting,,"Oh, %PCName.  Won...wonderful to see...I mean...that is to say...isn't the weather...um...not too harsh...well, I know, it's quite dreadful actually...and I...um....  Well, um...can I help you with something?",,
1,id_1939529397376618848,louis beauchamp,Louis Beauchamp,Breton,Male,,,Topic,,"Oh.  Oh...I see.  Well, um, yes...well.  If you change your mind...that is, if you reconsider my offer...please...please come back and we'll talk...you know, I'll...well.   Right....",,
1,id_19405232222540710188,louis beauchamp,Louis Beauchamp,Breton,Male,,,Greeting,,"Oh...ah...%PCName.  Back again...for more..um...great...I mean, interesting...well, maybe...nice..conversation, hmmm?  You...you know...I still need someone...anyone, really...to help me find out where...that is, what happened to my...my airship...and help me get that...that amulet I need.  I still fear that, well...that my crew has failed me.",,
1,id_878012961581219033,louis beauchamp,Louis Beauchamp,Breton,Male,,,Greeting,,"Oh...oh, of course.  I understand...understand completely...that is, you have my complete...total confidence.",,
1,id_12047271161461222385,louis beauchamp,Louis Beauchamp,Breton,Male,,,Greeting,,"Oh...oh, of course.  I understand...understand completely...that is, you have my complete...total confidence.  I know it's just a...well...just a matter of time....",,
1,id_2414351711554517395,louis beauchamp,Louis Beauchamp,Breton,Male,,,Greeting,,"Oh...um...hello...hi...that is...nice to know...um...meet you, %PCName. For a second I...I thought you were the courier...with a...a message...that is, with word of...um, my airship.",,
1,id_2535126652162589477,louis beauchamp,Louis Beauchamp,Breton,Male,,,Greeting,,"Oh...um...hello...hi...that is...nice to know...um...meet you, %PCName. For a second I...I thought you were the courier...with a...a message...that is, with word of...um, my airship. Wait! Is..is that it?  Up..there, in the sky..there!  Oh...no, it's just a...um...a cliff racer. Ummm...ahhh...yes....ahem....",,
1,id_1543524373184712036,louis beauchamp,Louis Beauchamp,Breton,Male,,,Topic,,"Oh...well...that's fine.  I understand...I....  Wait.  %PCName, did you say you would help me?  Why that's...that's...splen...I mean...oh, wonderful!  As I said, the airship is...was...headed north, to Solstheim....  The Amulet of Infectious Charm is...well, it's supposed to be at...that is, in...Hrothmund's Barrow.  At the eye of the beast...the wolf, I mean.  But you must...must say the wolf's name!  To enter!  Say, 'Ondjage.'  Answer wrong, and the barrow will be sealed...forever!",,
1,id_157722948085823215,louis beauchamp,Louis Beauchamp,Breton,Male,,,Greeting,,"The airship...crashed?  Horrible...such a loss of time...and money!  Oh, yes...human life, too.  So tragic.  Well...I am...grateful really...that you've given me this information.  But you know, there's um...still the matter of an amulet.  The...Amulet of Infectious Charm....  It's what the...the crew was looking for.  I'd pay for it....  Search in Hrothmund's Barrow.  But...well...say the right name!  'Ondjage!'  The wolf!  If you don't...well, the barrow will be sealed...forever!",,
1,id_2928142442266112825,louis beauchamp,Louis Beauchamp,Breton,Male,,,Greeting,,"The airship...crashed?  Smashed...was dashed into the mountains?  Horrible, horrible...such a loss of time...and money!  Oh, yes...yes...human life, too.  Mustn't forget the crew...people, after all.  Well...I am thankful...grateful really, that you've come to me with...um...with this information.  And...ah...incredible work with the finding...that is, the recovery...of, um...the Amulet of Infectious Charm.....  My thanks, %PCName!  Here, please...take...have this gold!",,
1,id_3085020120919420943,louis beauchamp,Louis Beauchamp,Breton,Male,,,Greeting,,"The airship...crashed?  Smashed...was dashed into the mountains?  Horrible, horrible...such a loss of time...and money!  Oh, yes...yes...human life, too.  Mustn't forget the crew...people, after all.  Well...I am thankful...grateful really, that you've come to me with...um...with this information.",,
1,id_2832523848372830114,louis beauchamp,Louis Beauchamp,Breton,Male,,,Greeting,,"The airship...crashed? Horrible, horrible...such a loss of time...and money!  Oh, yes...yes...human life, too.  Mustn't forget the crew...people, after all.  Well...I am thankful...grateful really, that you've come to me with...um...with this information.  But...ah...%PCName...you know, there's um...still the matter of the amulet, you see.  I really must have...NEED, to be more accurate, the um...Amulet of Infectious Charm....",,
1,id_1982823872207639745,louis beauchamp,Louis Beauchamp,Breton,Male,,,Greeting,,"The...the amulet has been...found?  You have actually recovered...and brought, to ME...the Amulet of Infectious Charm?  Oh, how wonderful!   %PCName, I am always...and I mean forever...in your debt!  Here...please...take this gold.  It's the very least...the smallest...thing I could do.  You know, I do...that is, I am curious...to know what has happened to the...well, to the airship.  After all, it did cost...I mean, a LOT of gold was invested....",,
