Done,Conflict,Source,InfoId,Race,Gender,SpeakerId,FactionId,FactionRank,DialogueText
FALSE,FALSE,Patch for Purists,_27411300681963417023,Dark Elf,Male,theldyn virith,,,"The diseased shalk has been infecting Kwama and miners, so the mine's been abandoned. Kill the shalk and report back to me. I just heard some reports of Kagouti attacking traders along that route as well, so be careful. If you see any Kagouti near there, kill them too. It's best to start in Gnisis and cross the river south of the silt strider. When you reach a rough trail, follow it east and south. When the trail branches south and east, take the east fork."
FALSE,FALSE,Patch for Purists,_1277218841429332127,Imperial,Male,persius mercius,,,"Regrettably, you broke the rules of the Fighters Guild and you have been expelled. First make amends, and then I can speak with you about this again."
FALSE,FALSE,Patch for Purists,_227435610686626587,Dark Elf,Female,brara morvayn,,,"You have destroyed the statue and I am grateful. Know that you have my support on the Council, and although I lost much of my wealth when Morvayn Manor fell, please take this amulet."
FALSE,FALSE,Patch for Purists,_2103910864334612641,Dark Elf,Female,brara morvayn,,,"I am a widow. My husband died defending Morvayn Manor from misshapen beasts that came through the Ghostfence. He believed that the beasts were attracted by a statue we received a few weeks before the attacks began. Go to Morvayn Manor, just east of Skar, here's the key. Get the statue, and take it to Lloros Sarano at the Temple. Once the statue has been destroyed, I will support you on the Council."
FALSE,FALSE,Patch for Purists,_275115202623629008,Dark Elf,Female,,,,I don't wish to be seen with you.
FALSE,FALSE,Patch for Purists,_21177186366623779,Dark Elf,Female,,,,Pathetic creature. You should learn to dress yourself before venturing out.
FALSE,FALSE,Patch for Purists,_2536032712248909748,Imperial,Male,,,,Talk to Skink-in-Tree's-Shade.
FALSE,FALSE,Patch for Purists,_2536032712248909748,High Elf,Female,,,,Talk to Skink-in-Tree's-Shade.
FALSE,FALSE,Patch for Purists,_8953179631391828671,Argonian,Male,dialog placeholder,,,"Yes, sir?"
FALSE,FALSE,Patch for Purists,_1958550751691917436,Imperial,Male,hasphat antabolis,,,"The Dwemer are the fabled lost Dwarven race whose ruins and splendid artifacts are scattered across Tamriel. Elves use the term 'Dwemer', connoting variously 'deep-delving', 'profound', and 'close-counseled'; Imperial usage is 'Dwarven', derived in fable from the affectionate regard of the Giant races for their 'little' Dwemer friends. There are several Dwemer sites on Vvardenfell, and many have found Dwemer artifacts."
FALSE,FALSE,Patch for Purists,_574221610375429243,Dark Elf,Female,,,,"Yes, sir?"
FALSE,FALSE,Patch for Purists,_9968690113263650,Dark Elf,Female,,,,"Your actions bring a price on your head. This is not our way, outlander."
FALSE,FALSE,Patch for Purists,_7559167152078917413,Dark Elf,Female,,,,"Dwemer -- literally, 'the Deep, or Deep-Counseled or Secretive People' -- are the fabled lost Dwarven race whose ruins and splendid artifacts are scattered across Tamriel. Elves use the term 'Dwemer', connoting variously 'deep-delving', 'profound', and 'close-counseled'; Imperial usage is 'Dwarven', derived in fable from the affectionate regard of the Giant races for their 'little' Dwemer friends."
FALSE,FALSE,Patch for Purists,_7559167152078917413,Breton,Male,,,,"Dwemer -- literally, 'the Deep, or Deep-Counseled or Secretive People' -- are the fabled lost Dwarven race whose ruins and splendid artifacts are scattered across Tamriel. Elves use the term 'Dwemer', connoting variously 'deep-delving', 'profound', and 'close-counseled'; Imperial usage is 'Dwarven', derived in fable from the affectionate regard of the Giant races for their 'little' Dwemer friends."
FALSE,FALSE,Patch for Purists,_7559167152078917413,Nord,Male,,,,"Dwemer -- literally, 'the Deep, or Deep-Counseled or Secretive People' -- are the fabled lost Dwarven race whose ruins and splendid artifacts are scattered across Tamriel. Elves use the term 'Dwemer', connoting variously 'deep-delving', 'profound', and 'close-counseled'; Imperial usage is 'Dwarven', derived in fable from the affectionate regard of the Giant races for their 'little' Dwemer friends."
FALSE,FALSE,Patch for Purists,_7559167152078917413,Dark Elf,Male,,,,"Dwemer -- literally, 'the Deep, or Deep-Counseled or Secretive People' -- are the fabled lost Dwarven race whose ruins and splendid artifacts are scattered across Tamriel. Elves use the term 'Dwemer', connoting variously 'deep-delving', 'profound', and 'close-counseled'; Imperial usage is 'Dwarven', derived in fable from the affectionate regard of the Giant races for their 'little' Dwemer friends."
FALSE,FALSE,Patch for Purists,_7559167152078917413,Argonian,Male,,,,"Dwemer -- literally, 'the Deep, or Deep-Counseled or Secretive People' -- are the fabled lost Dwarven race whose ruins and splendid artifacts are scattered across Tamriel. Elves use the term 'Dwemer', connoting variously 'deep-delving', 'profound', and 'close-counseled'; Imperial usage is 'Dwarven', derived in fable from the affectionate regard of the Giant races for their 'little' Dwemer friends."
FALSE,FALSE,Patch for Purists,_1569591412834830282,Breton,Female,ales julalanie,,,"Dwemer -- literally, 'the Deep, or Deep-Counseled or Secretive People' -- are the fabled lost Dwarven race whose ruins and splendid artifacts are scattered across Tamriel. Elves use the term 'Dwemer', connoting variously 'deep-delving', 'profound', and 'close-counseled'; Imperial usage is 'Dwarven', derived in fable from the affectionate regard of the Giant races for their 'little' Dwemer friends."
FALSE,FALSE,Patch for Purists,_21375104401520320939,Imperial,Male,persius mercius,,,"Regrettably, you broke the rules of the Fighters Guild and you have been expelled. First clear your name, and then I can speak with you about this again."
FALSE,FALSE,Patch for Purists,_636330165231253963,Dark Elf,Male,divayth fyr,,,Good. Now swallow... Goodness... Good grief! Look! Look! It's... WORKING!
FALSE,FALSE,Patch for Purists,_511813397160725122,Dark Elf,Female,,,,I don't wish to be seen with you.
FALSE,FALSE,Patch for Purists,_3149413451924438,Dark Elf,Male,aryon,,,"If you wish to become a Master in House Telvanni, you must have someone to represent you in the Telvanni Council Hall. Find a promising Telvanni to be your Mouth."
FALSE,FALSE,Patch for Purists,_166618397296526749,Dark Elf,Male,baladas demnevanni,,,Only one more simple chore remains. You have brought me 'Nchunak's Fire and Faith' and 'Antecedents of Dwemer Law'. I am still interested in a copy of the rare Dwemer book 'Chronicles of Nchuleft'.
FALSE,FALSE,Patch for Purists,_1661217202272628910,Dark Elf,Male,baladas demnevanni,,,I still have two simple chores for you. You have brought me 'Nchunak's Fire and Faith'. I also want the Dwemer books 'Antecedents of Dwemer Law' and 'Chronicles of Nchuleft'.
FALSE,FALSE,Patch for Purists,_583321781506330476,Dark Elf,Male,baladas demnevanni,,,"I have three simple chores for you. Bring me copies of the Dwemer books 'Nchunak's Fire and Faith', 'Antecedents of Dwemer Law', and 'Chronicles of Nchuleft'."
TRUE,FALSE,Patch for Purists,_2273622215745215611,Dark Elf,Male,aryon,,,"Yes, Faves Andas may no longer be living, but the Redorans will not have Shishi either. You have saved a potentially embarrassing situation, %PCName."
TRUE,FALSE,Patch for Purists,_4997302941717320239,Dark Elf,Male,aryon,,,So Faves Andas is dead? What about the Redorans in Shishi? Return to Shishi and make sure the leader of the Redorans is dead.
TRUE,FALSE,Patch for Purists,_17585208732668524324,Dark Elf,Male,aryon,,,"I am glad to hear that Faves Andas is safe. Perhaps this will keep House Redoran from making any other unwise decisions. Vvardenfell has plenty of land for all three Great Houses. I have prepared for you a Silver Staff of War, another tradition gift of House Telvanni."
FALSE,FALSE,Patch for Purists,_166582510415131520,Dark Elf,Male,salyn sarethi,,,"You are doing better than I expected. But the next riddle is harder still: I gave you a sock, not unlike a box With hammers and nails all around it Two lids open when it knocks..."
FALSE,FALSE,Patch for Purists,_363373081682530120,Dark Elf,Male,tendris vedran,,,"The meat of the slaughterfish is mealy and noisome, but dried slaughterfish scales are said by locals to be 'a crunchy treat' when prepared in the native manner. Foreigners are advised to beware of slaughterfish scales."
FALSE,FALSE,Patch for Purists,_2675029013504325922,High Elf,Male,anarenen,,,"The meat of the slaughterfish is mealy and noisome, but dried slaughterfish scales are said by locals to be 'a crunchy treat' when prepared in the native manner. Foreigners are advised to beware of slaughterfish scales."
FALSE,FALSE,Patch for Purists,_2802655181704113213,Redguard,Male,stacey,,,"I'm disappointed in you, %PCName. You've been caught too many times. Tone down your act, pay off your debts, then come see me again."
FALSE,FALSE,Patch for Purists,_2070312325241575312,Redguard,Male,stacey,,,Salyn Sarethi's blade has been returned to him.
FALSE,FALSE,Patch for Purists,_25042165042180828560,Imperial,Male,caius cosades,,,"The Tribunal Temple is the native religion. They worship three God-Kings, Almalexia, Sotha Sil, and Vivec, who are known together as the Tribunal. We usually just call it 'The Temple'. They're narrow-minded and superstitious, but I find a lot to admire -- particularly their concern for the poor. They accept outlanders as members, but few outlanders join except for the services. Talk to Feldrelo Sadri at the Balmora Temple if you're thinking about joining."
FALSE,FALSE,Patch for Purists,_8798173232147814655,Imperial,Male,Iulus Truptor,,,"The Tribunal Temple is the native religion of civilized Morrowind. They worship three God-Kings, Almalexia, Sotha Sil, and Vivec, who are known together as the Tribunal. We usually just call it 'The Temple'."
FALSE,FALSE,Patch for Purists,_14511100182897920907,Dark Elf,Female,,,,Pathetic creature. You should learn to dress yourself before venturing out.
FALSE,FALSE,Patch for Purists,_11761285221415415102,Dark Elf,Female,,,,"The Tribunal Temple is the native religion of civilized Morrowind. They worship three God-Kings, Almalexia, Sotha Sil, and Vivec, who are known together as the Tribunal. Followers usually just call it 'The Temple'."
FALSE,FALSE,Patch for Purists,_11761285221415415102,Breton,Male,,,,"The Tribunal Temple is the native religion of civilized Morrowind. They worship three God-Kings, Almalexia, Sotha Sil, and Vivec, who are known together as the Tribunal. Followers usually just call it 'The Temple'."
FALSE,FALSE,Patch for Purists,_20330121613082212066,Dark Elf,Female,,,,"I have no time for you, Cyrodiil."
FALSE,FALSE,Patch for Purists,_11761285221415415102,Nord,Male,,,,"The Tribunal Temple is the native religion of civilized Morrowind. They worship three God-Kings, Almalexia, Sotha Sil, and Vivec, who are known together as the Tribunal. Followers usually just call it 'The Temple'."
FALSE,FALSE,Patch for Purists,_11761285221415415102,Dark Elf,Male,,,,"The Tribunal Temple is the native religion of civilized Morrowind. They worship three God-Kings, Almalexia, Sotha Sil, and Vivec, who are known together as the Tribunal. Followers usually just call it 'The Temple'."
FALSE,FALSE,Patch for Purists,_11761285221415415102,Argonian,Male,,,,"The Tribunal Temple is the native religion of civilized Morrowind. They worship three God-Kings, Almalexia, Sotha Sil, and Vivec, who are known together as the Tribunal. Followers usually just call it 'The Temple'."
FALSE,FALSE,Patch for Purists,_2400726498161771165,Dark Elf,Female,,,,"There are better ways than theft to earn a coin, outlander."
FALSE,FALSE,Patch for Purists,_26308178341162425,Dark Elf,Male,,,,"The Tribunal Temple is the native religion of civilized Morrowind. They worship three God-Kings, Almalexia, Sotha Sil, and Vivec, who are known together as the Tribunal. We usually just call it 'The Temple'."
FALSE,FALSE,Patch for Purists,_24524271201166732754,Dark Elf,Male,,,,"We make a special trip just for you, same low price."
FALSE,FALSE,Patch for Purists,_1907527121442729230,Dark Elf,Female,,,,"The Tribunal Temple is the native religion of civilized Morrowind. They worship three God-Kings, Almalexia, Sotha Sil, and Vivec, who are known together as the Tribunal. We usually just call it 'The Temple'."
FALSE,FALSE,Patch for Purists,_1907527121442729230,Dark Elf,Male,,,,"The Tribunal Temple is the native religion of civilized Morrowind. They worship three God-Kings, Almalexia, Sotha Sil, and Vivec, who are known together as the Tribunal. We usually just call it 'The Temple'."
FALSE,FALSE,Patch for Purists,_2338815619778817450,Dark Elf,Male,,,,"How may I help you, citizen?"
FALSE,FALSE,Patch for Purists,_565327183318111759,Dark Elf,Female,,,,"You seek information, Cyrodiil?"
FALSE,FALSE,Patch for Purists,_24828239472464726889,Dark Elf,Male,,,,"If you're here for trouble, you'll get more than you bargained for."
FALSE,FALSE,Patch for Purists,_73027209176638799,Dark Elf,Female,,,,"Do you need a servant, master?"
FALSE,FALSE,Patch for Purists,_2980930061296411993,Dark Elf,Female,,,,"The Tribunal Temple is the native religion of civilized Morrowind. They worship three God-Kings, Almalexia, Sotha Sil, and Vivec, who are known together as the Tribunal. We usually just call it 'The Temple'."
FALSE,FALSE,Patch for Purists,_2980930061296411993,Dark Elf,Male,,,,"The Tribunal Temple is the native religion of civilized Morrowind. They worship three God-Kings, Almalexia, Sotha Sil, and Vivec, who are known together as the Tribunal. We usually just call it 'The Temple'."
FALSE,FALSE,Patch for Purists,_22916251742595225853,Dark Elf,Female,,,,"The Tribunal Temple is the native religion of civilized Morrowind. They worship three God-Kings, Almalexia, Sotha Sil, and Vivec, who are known together as the Tribunal. We usually just call it 'The Temple'."
FALSE,FALSE,Patch for Purists,_3164828765132991183,Dark Elf,Male,,,,"Under sun and sky, outlander. We greet you warmly."
FALSE,FALSE,Patch for Purists,_23760160842104216771,Dark Elf,Male,,,,"It would be wise to stay indoors, outlander."
FALSE,FALSE,Patch for Purists,_192851816274082583,Dark Elf,Male,,,,"Welcome, friend. We extend you our warm regards."
FALSE,FALSE,Patch for Purists,_29879127992336226241,Dark Elf,Male,,,,"It would be wise to stay indoors, outlander."
FALSE,FALSE,Patch for Purists,_2411718612126509743,Dark Elf,Female,,,,"Chimer -- literally 'the People of the North', an archaic and poetic usage -- were the Elven tribes who followed the prophet Veloth out of the southwest of Tamriel to settle in the lands now known as Morrowind. Dunmer fable says that before their skin turned dark with the Curse, the Dark Elves were known as the Chimer."
FALSE,FALSE,Patch for Purists,_2411718612126509743,Breton,Male,,,,"Chimer -- literally 'the People of the North', an archaic and poetic usage -- were the Elven tribes who followed the prophet Veloth out of the southwest of Tamriel to settle in the lands now known as Morrowind. Dunmer fable says that before their skin turned dark with the Curse, the Dark Elves were known as the Chimer."
FALSE,FALSE,Patch for Purists,_2411718612126509743,Nord,Male,,,,"Chimer -- literally 'the People of the North', an archaic and poetic usage -- were the Elven tribes who followed the prophet Veloth out of the southwest of Tamriel to settle in the lands now known as Morrowind. Dunmer fable says that before their skin turned dark with the Curse, the Dark Elves were known as the Chimer."
FALSE,FALSE,Patch for Purists,_2411718612126509743,Dark Elf,Male,,,,"Chimer -- literally 'the People of the North', an archaic and poetic usage -- were the Elven tribes who followed the prophet Veloth out of the southwest of Tamriel to settle in the lands now known as Morrowind. Dunmer fable says that before their skin turned dark with the Curse, the Dark Elves were known as the Chimer."
FALSE,FALSE,Patch for Purists,_2411718612126509743,Argonian,Male,,,,"Chimer -- literally 'the People of the North', an archaic and poetic usage -- were the Elven tribes who followed the prophet Veloth out of the southwest of Tamriel to settle in the lands now known as Morrowind. Dunmer fable says that before their skin turned dark with the Curse, the Dark Elves were known as the Chimer."
FALSE,FALSE,Patch for Purists,_224115145702628414,Dark Elf,Female,artisa arelas,,,"Chimer -- literally 'the People of the North', an archaic and poetic usage -- were the Elven tribes who followed the prophet Veloth out of the southwest of Tamriel to settle in the lands now known as Morrowind. Dunmer fable says that before their skin turned dark with the Curse, the Dark Elves were known as the Chimer."
FALSE,FALSE,Patch for Purists,_251344670188915684,Dark Elf,Male,,,,"Welcome friend, you're nearly a legend around here. Please, talk."
FALSE,FALSE,Patch for Purists,_23094276101811824373,Dark Elf,Male,,,,"Welcome, friend, are you the one I've heard talk about?"
FALSE,FALSE,Patch for Purists,_3219116488220613922,Dark Elf,Male,,,,We are punished by the gods. The wind is our suffering.
FALSE,FALSE,Patch for Purists,_2975612048934613813,Dark Elf,Male,,,,Welcome friend. I feel as though I should know you.
FALSE,FALSE,Patch for Purists,_3206715736209571494,Dark Elf,Male,,,,Impressive. These clothes suit you well.
FALSE,FALSE,Patch for Purists,_1099415527244467957,Dark Elf,Female,,,,"Dark Elves are the dark-skinned, red-eyed Elven peoples of Morrowind. The 'dark' part may come from their dark grey skin, but it also fits their gloomy dispositions. Folks call them 'Dark Elf' in the West, but they call themselves the 'Dunmer'. They have no sense of humor, and always take themselves very seriously. They look down their noses at all the other races -- particularly the Khajiit and Argonians, which they treat like animals."
FALSE,FALSE,Patch for Purists,_1099415527244467957,Dark Elf,Male,,,,"Dark Elves are the dark-skinned, red-eyed Elven peoples of Morrowind. The 'dark' part may come from their dark grey skin, but it also fits their gloomy dispositions. Folks call them 'Dark Elf' in the West, but they call themselves the 'Dunmer'. They have no sense of humor, and always take themselves very seriously. They look down their noses at all the other races -- particularly the Khajiit and Argonians, which they treat like animals."
FALSE,FALSE,Patch for Purists,_1099415527244467957,Imperial,Male,,,,"Dark Elves are the dark-skinned, red-eyed Elven peoples of Morrowind. The 'dark' part may come from their dark grey skin, but it also fits their gloomy dispositions. Folks call them 'Dark Elf' in the West, but they call themselves the 'Dunmer'. They have no sense of humor, and always take themselves very seriously. They look down their noses at all the other races -- particularly the Khajiit and Argonians, which they treat like animals."
FALSE,FALSE,Patch for Purists,_1099415527244467957,Breton,Female,,,,"Dark Elves are the dark-skinned, red-eyed Elven peoples of Morrowind. The 'dark' part may come from their dark grey skin, but it also fits their gloomy dispositions. Folks call them 'Dark Elf' in the West, but they call themselves the 'Dunmer'. They have no sense of humor, and always take themselves very seriously. They look down their noses at all the other races -- particularly the Khajiit and Argonians, which they treat like animals."
FALSE,FALSE,Patch for Purists,_1099415527244467957,Imperial,Female,,,,"Dark Elves are the dark-skinned, red-eyed Elven peoples of Morrowind. The 'dark' part may come from their dark grey skin, but it also fits their gloomy dispositions. Folks call them 'Dark Elf' in the West, but they call themselves the 'Dunmer'. They have no sense of humor, and always take themselves very seriously. They look down their noses at all the other races -- particularly the Khajiit and Argonians, which they treat like animals."
FALSE,FALSE,Patch for Purists,_1099415527244467957,Nord,Male,,,,"Dark Elves are the dark-skinned, red-eyed Elven peoples of Morrowind. The 'dark' part may come from their dark grey skin, but it also fits their gloomy dispositions. Folks call them 'Dark Elf' in the West, but they call themselves the 'Dunmer'. They have no sense of humor, and always take themselves very seriously. They look down their noses at all the other races -- particularly the Khajiit and Argonians, which they treat like animals."
FALSE,FALSE,Patch for Purists,_1099415527244467957,Breton,Male,,,,"Dark Elves are the dark-skinned, red-eyed Elven peoples of Morrowind. The 'dark' part may come from their dark grey skin, but it also fits their gloomy dispositions. Folks call them 'Dark Elf' in the West, but they call themselves the 'Dunmer'. They have no sense of humor, and always take themselves very seriously. They look down their noses at all the other races -- particularly the Khajiit and Argonians, which they treat like animals."
FALSE,FALSE,Patch for Purists,_30162249562192523616,Dark Elf,Female,,,,"We Dunmer are the dark-skinned Elven peoples of the Eastern Empire. Dunmer means 'dark elf'. 'Dark' in this sense is variously understood to mean 'dark-skinned', 'gloomy', and 'ill-favored by fate'. The Dunmer and our national character embrace these various connotations with enthusiasm. In the Empire, 'Dark Elves' is the common usage, but in our Morrowind homeland, and among their Aldmeri brethren, we call ourselves the 'Dunmer'."
FALSE,FALSE,Patch for Purists,_30162249562192523616,Dark Elf,Male,,,,"We Dunmer are the dark-skinned Elven peoples of the Eastern Empire. Dunmer means 'dark elf'. 'Dark' in this sense is variously understood to mean 'dark-skinned', 'gloomy', and 'ill-favored by fate'. The Dunmer and our national character embrace these various connotations with enthusiasm. In the Empire, 'Dark Elves' is the common usage, but in our Morrowind homeland, and among their Aldmeri brethren, we call ourselves the 'Dunmer'."
FALSE,FALSE,Patch for Purists,_25752132592427916829,Dark Elf,Female,artisa arelas,,,"We Dunmer are the dark-skinned Elven peoples of the Eastern Empire. Dunmer means 'dark elf'. 'Dark' in this sense is variously understood to mean 'dark-skinned', 'gloomy', and 'ill-favored by fate'. The Dunmer and our national character embrace these various connotations with enthusiasm. In the Empire, 'Dark Elves' is the common usage, but in our Morrowind homeland, and among their Aldmeri brethren, we call ourselves the 'Dunmer'."
FALSE,FALSE,Patch for Purists,_7762281141237420807,Dark Elf,Male,,,,We are blessed. Truly blessed. This is an honor.
FALSE,FALSE,Patch for Purists,_17339189141133213639,Dark Elf,Female,,,,"Dunmer -- literally 'the Dark, or Cursed People', or 'Dark Elves' -- are the dark-skinned Elven peoples of the East. 'Dark' is variously understood to mean 'dark-skinned', 'gloomy', and 'ill-favored by fate'. The Dunmer and their national character embrace these various connotations enthusiastically. In the Empire, 'Dark Elves' is the common usage."
FALSE,FALSE,Patch for Purists,_17339189141133213639,Breton,Male,,,,"Dunmer -- literally 'the Dark, or Cursed People', or 'Dark Elves' -- are the dark-skinned Elven peoples of the East. 'Dark' is variously understood to mean 'dark-skinned', 'gloomy', and 'ill-favored by fate'. The Dunmer and their national character embrace these various connotations enthusiastically. In the Empire, 'Dark Elves' is the common usage."
FALSE,FALSE,Patch for Purists,_17339189141133213639,Nord,Male,,,,"Dunmer -- literally 'the Dark, or Cursed People', or 'Dark Elves' -- are the dark-skinned Elven peoples of the East. 'Dark' is variously understood to mean 'dark-skinned', 'gloomy', and 'ill-favored by fate'. The Dunmer and their national character embrace these various connotations enthusiastically. In the Empire, 'Dark Elves' is the common usage."
FALSE,FALSE,Patch for Purists,_17339189141133213639,Dark Elf,Male,,,,"Dunmer -- literally 'the Dark, or Cursed People', or 'Dark Elves' -- are the dark-skinned Elven peoples of the East. 'Dark' is variously understood to mean 'dark-skinned', 'gloomy', and 'ill-favored by fate'. The Dunmer and their national character embrace these various connotations enthusiastically. In the Empire, 'Dark Elves' is the common usage."
FALSE,FALSE,Patch for Purists,_17339189141133213639,Argonian,Male,,,,"Dunmer -- literally 'the Dark, or Cursed People', or 'Dark Elves' -- are the dark-skinned Elven peoples of the East. 'Dark' is variously understood to mean 'dark-skinned', 'gloomy', and 'ill-favored by fate'. The Dunmer and their national character embrace these various connotations enthusiastically. In the Empire, 'Dark Elves' is the common usage."
FALSE,FALSE,Patch for Purists,_164753045719922486,Argonian,Male,dialog placeholder,,,"Welcome, friend. We extend you our warm regards."
FALSE,FALSE,Patch for Purists,_92942110715057379,Argonian,Male,dialog placeholder,,,"Welcome friend, you're nearly a legend around here. Please, talk."
FALSE,FALSE,Patch for Purists,_132083801696631084,Argonian,Male,dialog placeholder,,,"Welcome, friend, are you the one I've heard talk about?"
FALSE,FALSE,Patch for Purists,_17609174021929126198,Argonian,Male,dialog placeholder,,,Welcome friend. I feel as though I should know you.
FALSE,FALSE,Patch for Purists,_1967024612652620226,Argonian,Male,dialog placeholder,,,Impressive. These clothes suit you well.
FALSE,FALSE,Patch for Purists,_2703131751219628687,Argonian,Male,dialog placeholder,,,"Welcome, friend. We extend you our warm regards."
FALSE,FALSE,Patch for Purists,_2111129191127733778,Dark Elf,Female,,,,"Altmer are the light-skinned, tall Elven peoples of the Summerset Isles. 'High' is taken to mean variously 'tall', 'proud', and 'culturally snobbish'. In the Empire, 'High Elves' is the common usage. They consider themselves the most civilized culture of Tamriel, and, in truth, the common tongue of the Empire, Tamrielic, is based on their speech and writing, and most of the Empire's arts, crafts, and sciences are derived from High Elven traditions."
FALSE,FALSE,Patch for Purists,_2111129191127733778,Breton,Male,,,,"Altmer are the light-skinned, tall Elven peoples of the Summerset Isles. 'High' is taken to mean variously 'tall', 'proud', and 'culturally snobbish'. In the Empire, 'High Elves' is the common usage. They consider themselves the most civilized culture of Tamriel, and, in truth, the common tongue of the Empire, Tamrielic, is based on their speech and writing, and most of the Empire's arts, crafts, and sciences are derived from High Elven traditions."
FALSE,FALSE,Patch for Purists,_2111129191127733778,Nord,Male,,,,"Altmer are the light-skinned, tall Elven peoples of the Summerset Isles. 'High' is taken to mean variously 'tall', 'proud', and 'culturally snobbish'. In the Empire, 'High Elves' is the common usage. They consider themselves the most civilized culture of Tamriel, and, in truth, the common tongue of the Empire, Tamrielic, is based on their speech and writing, and most of the Empire's arts, crafts, and sciences are derived from High Elven traditions."
FALSE,FALSE,Patch for Purists,_2111129191127733778,Dark Elf,Male,,,,"Altmer are the light-skinned, tall Elven peoples of the Summerset Isles. 'High' is taken to mean variously 'tall', 'proud', and 'culturally snobbish'. In the Empire, 'High Elves' is the common usage. They consider themselves the most civilized culture of Tamriel, and, in truth, the common tongue of the Empire, Tamrielic, is based on their speech and writing, and most of the Empire's arts, crafts, and sciences are derived from High Elven traditions."
FALSE,FALSE,Patch for Purists,_2111129191127733778,Argonian,Male,,,,"Altmer are the light-skinned, tall Elven peoples of the Summerset Isles. 'High' is taken to mean variously 'tall', 'proud', and 'culturally snobbish'. In the Empire, 'High Elves' is the common usage. They consider themselves the most civilized culture of Tamriel, and, in truth, the common tongue of the Empire, Tamrielic, is based on their speech and writing, and most of the Empire's arts, crafts, and sciences are derived from High Elven traditions."
TRUE,FALSE,Patch for Purists,_791120387531726794,Dark Elf,Female,artisa arelas,,,"Altmer -- literally, 'the High, or Cultured People', or 'High Elves' -- are the light-skinned, tall Elven peoples of the Summerset Isles. 'High' is taken to mean variously 'tall', 'proud', and 'culturally snobbish'. In the Empire, 'High Elves' is the common usage."
FALSE,FALSE,Patch for Purists,_270821422106013908,Dark Elf,Female,,,,"The Bosmer are the clanfolk of the Western Valenwood forests. In the Empire, they are called 'Wood Elves', but they call themselves the Bosmer, or the 'Tree-Sap' people. They scorn pretense and formality, preferring a romantic, simple existence in harmony with the wild beauty of nature. They are nimble and quick in body and wit, and there are no finer archers in all of Tamriel."
FALSE,FALSE,Patch for Purists,_270821422106013908,Breton,Male,,,,"The Bosmer are the clanfolk of the Western Valenwood forests. In the Empire, they are called 'Wood Elves', but they call themselves the Bosmer, or the 'Tree-Sap' people. They scorn pretense and formality, preferring a romantic, simple existence in harmony with the wild beauty of nature. They are nimble and quick in body and wit, and there are no finer archers in all of Tamriel."
FALSE,FALSE,Patch for Purists,_270821422106013908,Nord,Male,,,,"The Bosmer are the clanfolk of the Western Valenwood forests. In the Empire, they are called 'Wood Elves', but they call themselves the Bosmer, or the 'Tree-Sap' people. They scorn pretense and formality, preferring a romantic, simple existence in harmony with the wild beauty of nature. They are nimble and quick in body and wit, and there are no finer archers in all of Tamriel."
FALSE,FALSE,Patch for Purists,_270821422106013908,Dark Elf,Male,,,,"The Bosmer are the clanfolk of the Western Valenwood forests. In the Empire, they are called 'Wood Elves', but they call themselves the Bosmer, or the 'Tree-Sap' people. They scorn pretense and formality, preferring a romantic, simple existence in harmony with the wild beauty of nature. They are nimble and quick in body and wit, and there are no finer archers in all of Tamriel."
FALSE,FALSE,Patch for Purists,_270821422106013908,Argonian,Male,,,,"The Bosmer are the clanfolk of the Western Valenwood forests. In the Empire, they are called 'Wood Elves', but they call themselves the Bosmer, or the 'Tree-Sap' people. They scorn pretense and formality, preferring a romantic, simple existence in harmony with the wild beauty of nature. They are nimble and quick in body and wit, and there are no finer archers in all of Tamriel."
FALSE,FALSE,Patch for Purists,_5804186103149014641,Dark Elf,Female,artisa arelas,,,"The Bosmer are the clanfolk of the Western Valenwood forests. In the Empire, they are called 'Wood Elves', but they call themselves the Bosmer, or the 'Tree-Sap' people. They scorn pretense and formality, preferring a romantic, simple existence in harmony with the wild beauty of nature. They are nimble and quick in body and wit, and there are no finer archers in all of Tamriel."
FALSE,FALSE,Patch for Purists,_3162876092185828804,Dark Elf,Male,,,,"You seek information, Cyrodiil?"
FALSE,FALSE,Patch for Purists,_29354160271266831025,Dark Elf,Male,,,,"Do you need a servant, master?"
FALSE,FALSE,Patch for Purists,_31791208652933026616,Dark Elf,Male,,,,"I've heard a lot about you, outlander. Go ahead."
FALSE,FALSE,Patch for Purists,_18392326101111314715,Dark Elf,Male,,,,Do I know you?
FALSE,FALSE,Patch for Purists,_1616291361317616918,Wood Elf,Male,,,,Talk to Bacola Closcius. He owns the South Wall.
FALSE,FALSE,Patch for Purists,_1616291361317616918,Imperial,Male,,,,Talk to Bacola Closcius. He owns the South Wall.
FALSE,FALSE,Patch for Purists,_1616291361317616918,Khajiit,Female,,,,Talk to Bacola Closcius. He owns the South Wall.
FALSE,FALSE,Patch for Purists,_1616291361317616918,Argonian,Male,,,,Talk to Bacola Closcius. He owns the South Wall.
FALSE,FALSE,Patch for Purists,_1616291361317616918,Breton,Male,,,,Talk to Bacola Closcius. He owns the South Wall.
FALSE,FALSE,Patch for Purists,_1616291361317616918,Nord,Female,,,,Talk to Bacola Closcius. He owns the South Wall.
FALSE,FALSE,Patch for Purists,_1352621525305125438,Imperial,Male,Iulus Truptor,,,I'm afraid only Cyrodiilic brandy will do for the Fort Moonmoth fund-raising dinner. The sort of person who has money to give to charity turns the nose up at the local comberry brandy they call greef.
