Done,InfoId,SpeakerId,SpeakerName,Race,Gender,Faction,Rank,Type,PCRank,Dialogue
,id_2537455472820516094,athyn sarethi,Athyn Sarethi,Dark Elf,Male,Redoran,Councilman,Topic,Councilman,"You defeated Bolvyn Venim in an honorable duel. You have proven yourself worthy of the title of %NextPCRank. Congratulations, %PCName, %NextPCRank of House Redoran."
,id_148126172836425435,athyn sarethi,Athyn Sarethi,Dark Elf,Male,Redoran,Councilman,Topic,Councilman,"You defeated Bolvyn Venim in an honorable duel. You have proven yourself worthy of the title of %NextPCRank. Congratulations, %PCName, %NextPCRank of House Redoran."
,id_17572217452422622245,athyn sarethi,Athyn Sarethi,Dark Elf,Male,Redoran,Councilman,Topic,,You have earned Garisa Llethri's support as Hortator of House Redoran.
,id_153123244639525053,athyn sarethi,Athyn Sarethi,Dark Elf,Male,Redoran,Councilman,Topic,Councilman,"You have slain Bolvyn Venim, the rightful head of House Redoran. You will never advance higher in House Redoran."
,id_70535789172733352,athyn sarethi,Athyn Sarethi,Dark Elf,Male,Redoran,Councilman,Topic,Councilman,"You have slain Bolvyn Venim, the rightful head of House Redoran. You will never advance higher in House Redoran."
,id_59948890198318861,athyn sarethi,Athyn Sarethi,Dark Elf,Male,Redoran,Councilman,Topic,,"You might want to go to Ebonheart and speak with Llerar Mandas, Arethan's father."
,id_4170183931997422042,baladas demnevanni,Baladas Demnevanni,Dark Elf,Male,Telvanni,Wizard,Topic,,Have you found a copy of 'Antecedents of Dwemer Law'?
,id_156751750879794779,baladas demnevanni,Baladas Demnevanni,Dark Elf,Male,Telvanni,Wizard,Topic,,Have you found a copy of 'Nchunak's Fire and Faith'?
,id_316312365631741828,baladas demnevanni,Baladas Demnevanni,Dark Elf,Male,Telvanni,Wizard,Greeting,,"I am Baladas Demnevanni. And this, Arvs-Drelen, is my home. Why have you come here?"
,id_583321781506330476,baladas demnevanni,Baladas Demnevanni,Dark Elf,Male,Telvanni,Wizard,Topic,,"I have three simple chores for you. Bring me copies of the Dwemer books 'Nchunak's Fire and Faith', 'Antecedents of Dwemer Law', and 'Chronicles of Nchuleft'."
,id_1661217202272628910,baladas demnevanni,Baladas Demnevanni,Dark Elf,Male,Telvanni,Wizard,Topic,,I still have two simple chores for you. You have brought me 'Nchunak's Fire and Faith'. I also want the Dwemer books 'Antecedents of Dwemer Law' and 'Chronicles of Nchuleft'.
,id_12988184232230918156,baladas demnevanni,Baladas Demnevanni,Dark Elf,Male,Telvanni,Wizard,Topic,,"Mezalf is sometimes referred to as 'Mezalf Bthungthumz'. Perhaps he was from the Dwemer village of Bthungthumz. Go to Maar Gan. Head east past the silt strider, then go north towards the Foyada. Follow the Foyada Bani-Dad to the northwest until you see what remains of Bthungthumz on the right. If you find the ring, bring it to me."
,id_166618397296526749,baladas demnevanni,Baladas Demnevanni,Dark Elf,Male,Telvanni,Wizard,Topic,,Only one more simple chore remains. You have brought me 'Nchunak's Fire and Faith' and 'Antecedents of Dwemer Law'. I am still interested in a copy of the rare Dwemer book 'Chronicles of Nchuleft'.
,id_208841563915171444,baladas demnevanni,Baladas Demnevanni,Dark Elf,Male,Telvanni,Wizard,Topic,,"This is an explanation of how the Dwemer tried to make a new god, Anumidium, using Kagrenac's tools and the sacred tones on Lorkhan's Heart. It has several interesting theories about how to bend the Ehlnofey or 'Earth Bones', but I am not entirely sure I understand it myself. Perhaps after another century of study I could have a better answer for you."
,id_216352713233929854,baladas demnevanni,Baladas Demnevanni,Dark Elf,Male,Telvanni,Wizard,Topic,,"This is Bthuand Mzahnch's refutation of a popular theory from Nerevar's time. A few Dwemer believed that using the power of Lorkhan's Heart involved unjustifiable risks. 'The Egg of Time' summarized many of Bthuand's arguments against this idea, many of which are quite compelling."
,id_2272040503210818856,baladas demnevanni,Baladas Demnevanni,Dark Elf,Male,Telvanni,Wizard,Topic,,"Yes, I can now translate these books. This first one is Bthuand Mzahnch's refutation of a popular theory from Nerevar's time. A few tones of Dwemer believed that using the power Lorkhan's Heart was an unjustifiable risk. 'The Egg of Time' contains Bthuand's arguments against this idea, many of which are quite compelling. The next book, 'Divine Metaphysics', is an explanation of how the Dwemer tried to make a new god, Anumidium, using Kagrenac's tools and the sacred tones on Lorkhan's heart."
,id_2026430241122548226,baladas demnevanni,Baladas Demnevanni,Dark Elf,Male,Telvanni,Wizard,Topic,,"Yes, I can now translate these books. This first one is Bthuand Mzahnch's refutation of a popular theory from Nerevar's time. A few tones of Dwemer believed that using the power Lorkhan's Heart was an unjustifiable risk. 'The Egg of Time' contains Bthuand's arguments against this idea, many of which are quite compelling. The next book, 'Divine Metaphysics', is an explanation of how the Dwemer tried to make a new god, Anumidium, using Kagrenac's tools and the sacred tones on Lorkhan's heart."
,id_4730256182329823571,baladas demnevanni,Baladas Demnevanni,Dark Elf,Male,Telvanni,Wizard,Topic,,"Yes, with the help of 'Hanging Gardens', I can translate some of this. This is Bthuand Mzahnch's refutation of a popular theory from Nerevar's time. A few tones of Dwemer believed that using the power Lorkhan's Heart involved unjustifiable risks. 'The Egg of Time' summarized many of Bthuand's arguments against this idea, many of which are quite compelling."
,id_19011276133174121216,baladas demnevanni,Baladas Demnevanni,Dark Elf,Male,Telvanni,Wizard,Topic,,You already brought me a copy of 'Antecedents of Dwemer Law'.
,id_875533041115632079,baladas demnevanni,Baladas Demnevanni,Dark Elf,Male,Telvanni,Wizard,Topic,,You already brought me a copy of 'Nchunak's Fire and Faith'.
,id_894426246211478972,banor seran,Banor Seran,Dark Elf,Male,Camonna Tong,Tough,Topic,,"Against my will, I'm impressed by your lack of courtesy and good sense. Here. This is a bottle of Cyrodiilic brandy. A small price to be rid of you. Now, go away. And stay away."
,id_25282306142985410947,banor seran,Banor Seran,Dark Elf,Male,Camonna Tong,Tough,Topic,,Five bottles of Cyrodiilic brandy? For the Imperial cult? Do I look like an Imperial stooge to you? Get out of here.
,id_16765227591265824402,daynes redothril,Daynes Redothril,Dark Elf,Male,,,Topic,,"I am looking for a fellow named Ienas Sarandas. I sold him two fine matched rings, one with a raw ebony stone, the other with a raw glass stone, but he has failed to pay the remaining 150 drakes owed. If you will find Sarandas, and either get the ebony ring and the glass ring and return them to me, or get the overdue payment of 150 drakes he owes me, I will pay you 50 gold."
,id_30817221541316219332,dondos driler,Dondos Driler,Dark Elf,Male,Hlaalu,Kinsman,Topic,Kinsman,"I have given the orders to begin the next phase of construction. Give it some time, %PCName."
,id_130134272615918876,dondos driler,Dondos Driler,Dark Elf,Male,Hlaalu,Kinsman,Topic,Kinsman,"It's just across he River Odai from your stronghold. The queen there is blighted. If you need scrolls of cure blight, try speaking with Hetman Abelmawia in Gnisis or Pierlette Rostorard in Sadrith Mora."
,id_1192841441216620356,dondos driler,Dondos Driler,Dark Elf,Male,Hlaalu,Kinsman,Topic,,"Only the Duke can issue construction contracts. All three Great Houses have been ignoring this rule recently, but I have been ordered to insist that all new strongholds have the proper papers."
,id_30709929292501221,dondos driler,Dondos Driler,Dark Elf,Male,Hlaalu,Kinsman,Topic,Kinsman,"Yes, everything seems to be in order. I will give the orders to begin construction."
,id_2833630355580917975,Dovor Oren,Dovor Oren,Dark Elf,Male,,,Greeting,,"Hello, %PCName. I see you've accommodated Olvyne's wishes. Nicely done. Now, if you could assist us one last time, we'd be most thankful."
,id_30394187651137910123,dram bero,Dram Bero,Dark Elf,Male,Hlaalu,Councilman,Topic,,"Yes, you have my support."
,id_3066034622170814595,drathas nerus,Drathas Nerus,Dark Elf,Male,,,Topic,,"That's right, %PCRace. We indulge in a bit of gambling down here from time to time, away from the prying eyes of the guards, you know? Dilborn is one of our best customers. He currently owes... if my memory serves me right... yes, Dilborn owes me the sum total of 3000 septims. And he's not leaving here until he pays his debts."
,id_12702298852038222342,drathas nerus,Drathas Nerus,Dark Elf,Male,,,Topic,,"Well... I hesitate to set a precedent... but only because I can't abide his constant whining, I'll reduce his ransom to the inconsequential sum of 1000 septims. Now, are you going to pay for little Dilborn or not?"
,id_20598309892040931970,drathas nerus,Drathas Nerus,Dark Elf,Male,,,Topic,,"You can pay me 1000 septims, or go away and stop annoying me. What will it be?"
,id_30564111011238812877,dreamer_02,Dreamer,Dark Elf,Male,Sixth House,,Greeting,,"You are welcome, %PCName. You are in no danger."
,id_62974736131015446,Vedam Dren,Duke Vedam Dren,Dark Elf,Male,Hlaalu,Grandmaster,Topic,House Father,"Berel Sala, the leader of the Ordinators, is a fanatic. The Archcanon Tholer Saryoni, on the other hand, seems to be a decent and reasonable man. I need you to convince Archcanon Saryoni to put a stop to the worst of the Ordinators' zeal. Saryoni may be found at the High Fane in Vivec. Here is a key to his quarters."
,id_2850088431265210407,Vedam Dren,Duke Vedam Dren,Dark Elf,Male,Hlaalu,Grandmaster,Topic,House Father,"To be Grandmaster in anything other than name, you must win control of the Camonna Tong from my brother, Orvas Dren."
,id_3209324936272221869,duldrar saren,Duldrar Saren,Dark Elf,Male,,,Greeting,,%PCRank %PCName. This is against procedures. And you know it. Get out of here. Immediately.
,id_129531916146551584,duldrar saren,Duldrar Saren,Dark Elf,Male,,,Greeting,,%PCRank %PCName. This is against procedures. And you know it. Go ahead. The key is in the desk. But I have to report this. Immediately.
,id_17347106471021322974,duldrar saren,Duldrar Saren,Dark Elf,Male,,,Greeting,,Guards! Intruder!
,id_1503193442093122081,duldrar saren,Duldrar Saren,Dark Elf,Male,,,Greeting,,I told you. Get out of here. Now!
,id_2126447741998611373,duldrar saren,Duldrar Saren,Dark Elf,Male,,,Greeting,,The key is in the desk. Go ahead. I'm not going to stop you.
,id_1888827949109469742,edd theman,"Edd ""Fast Eddie"" Theman",Dark Elf,Male,Telvanni,Lawman,Greeting,,They call me 'Fast Eddie'. Who are you?
,id_76026875168720375,elam andas,Elam Andas,Dark Elf,Male,Temple,Curate,Topic,,"None of the five outlander victims had been on Vvardenfell longer than a week. Two were found in Foreign Quarter corridors, one on Foreign Quarter Canalside, one in a Hlaalu Compound corridor, and one in the water near the Arena. All were armed. Only one, a mage, appears to have put up a fight. All had their throats slit with a dagger. Until the two Ordinators were killed, we thought it might be an anti-Imperial fanatic. And it still might be."
,id_711211223005210331,endryn llethan,Endryn Llethan,Dark Elf,Male,Temple,Master,Topic,,"In a dream, a priest had a vision of the Shoes of St. Rilms lying neglected in the depths of Ald Sotha, just northeast of Vivec. Go to Ald Sotha and, if this is a true vision, return this sacred relic to the Temple. Ald Sotha may be too difficult for you, %PCName, but you might make it through with the aid of these potions. In the priest's vision, the shoes were in a chest, behind a statue of Mehrunes Dagon."
,id_453812343147971309,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,"Even though you have been expelled, you have the Glove of Sanguine Swiftblade, one of the Threads of the Webspinner. Return the glove to me so that it may once again be dedicated to Mephala's service."
,id_1709420591376330367,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,"Feruren Oran is dead? Then welcome %PCName, to the Morag Tong. Any Master of the Morag Tong can tell you what writs are available and whether you are a candidate for advancement. When you have proven yourself, I will have special duties for you."
,id_760532696120096908,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,"I see you have the Belt of Sanguine Balanced Armor, one of the Threads of the Webspinner that Mephala dedicated to our cause long ago. Will you return this Thread to the custody of the Morag Tong?"
,id_760532696120096908,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,"I see you have the Belt of Sanguine Stolid Armor, one of the Threads of the Webspinner that Mephala dedicated to our cause long ago. Will you return this Thread to the custody of the Morag Tong?"
,id_760532696120096908,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,"I see you have the Ring of Sanguine Green Wisdom, one of the Threads of the Webspinner that Mephala dedicated to our cause long ago. Will you return this Thread to the custody of the Morag Tong?"
,id_760532696120096908,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,"I see you have the Ring of Sanguine Unseen Wisdom, one of the Threads of the Webspinner that Mephala dedicated to our cause long ago. Will you return this Thread to the custody of the Morag Tong?"
,id_760532696120096908,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,"I see you have the Shoes of Sanguine Leaping, one of the Threads of the Webspinner that Mephala dedicated to our cause long ago. Will you return this Thread to the custody of the Morag Tong?"
,id_19449303251641231983,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,"So you have found the Belt of Sanguine Martial Craft, another Thread of the Webspinner. Are you ready to return the belt to Mephala's black hands?"
,id_2977472682592913993,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,So you have found the Glove of Sanguine Horny Fist. Is it time for this glove to be reunited with its brothers in Mephala's service?
,id_19449303251641231983,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,"So you have found the Glove of Sanguine Safekeeping, another Thread of the Webspinner. Are you ready to return the glove to Mephala's black hands?"
,id_19449303251641231983,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,"So you have found the Ring of Sanguine Silver Wisdom, another Thread of the Webspinner. Are you ready to return the ring to Mephala's black hands?"
,id_2977472682592913993,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,So you have found the Ring of Sanguine Sublime Wisdom. Is it time for this ring to be reunited with its brothers in Mephala's service?
,id_2259726112620727700,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,So you have the Ring of Sanguine Fluid Evasion. Will you deliver this ring to Mephala's service?
,id_2259726112620727700,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,So you have the Ring of Sanguine Golden Wisdom. Will you deliver this ring to Mephala's service?
,id_2259726112620727700,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,So you have the Ring of Sanguine Transfiguring. Will you deliver this ring to Mephala's service?
,id_3068917735509529484,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,"You have been expelled from the Morag Tong. In these dangerous times, I am not sure if you can make amends and regain my trust."
,id_17464242211199125163,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,"You have in your possession the Belt of Sanguine Impaling Thrust, one of Mephala's Threads. Will you deliver the belt back to the service of the Morag Tong?"
,id_17464242211199125163,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,"You have in your possession the Belt of Sanguine Sureflight, one of Mephala's Threads. Will you deliver the belt back to the service of the Morag Tong?"
,id_17464242211199125163,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,"You have in your possession the Ring of Sanguine Red Wisdom, one of Mephala's Threads. Will you deliver the ring back to the service of the Morag Tong?"
,id_17464242211199125163,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,"You have in your possession the Shoes of Sanguine Stalking, one of Mephala's Threads. Will you deliver the shoes to the service of the Morag Tong?"
,id_10531282653014606,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,"You have the Belt of Sanguine Hewing, one of the Threads of the Webspinner. Return the Belt to me and it shall once again be dedicated to Mephala's service."
,id_10531282653014606,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,"You have the Glove of Sanguine Swiftblade, one of the Threads of the Webspinner. Return the glove to me so that it may once again be dedicated to Mephala's service."
,id_10531282653014606,eno hlaalu,Eno Hlaalu,Dark Elf,Male,Morag Tong,Grandmaster,Topic,,"You have the Ring of Sanguine Transcendence, one of the Threads of the Webspinner. Return the ring to me so that it may once again be dedicated to Mephala's service."
,id_21299202901721431424,ethys savil,Ethys Savil,Dark Elf,Male,Hlaalu,Hireling,Greeting,,"Hey, look. It's none of my business. Folks want to talk to a filthy lizard, it's their problem, not mine. Get out of here. And good riddance."
,id_135316747931824097,ethys savil,Ethys Savil,Dark Elf,Male,Hlaalu,Hireling,Greeting,,"Hey, look. It's none of my business. Folks want to talk to a filthy lizard, it's their problem, not mine. Get out of here. And good riddance."
,id_5428751539023583,fedris hler,Fedris Hler,Dark Elf,Male,,,Topic,,"Frightening creatures. Possibly even more intelligent than their goblin handlers. You might hear them referred to as 'sludgepuppies', but don't let that name fool you. They're strong, smart, and often well-trained creatures. The goblins use them on patrols to hunt down their victims."
,id_31175272302842530884,fedris hler,Fedris Hler,Dark Elf,Male,,,Topic,,"Miserable, horrid creatures. They're vile and vicious. They vary in size from smaller than a Bosmer to larger than a Nord. Some are mindless animals; others have learned the ways of magic. You'll often see them with trained Durzogs, another filthy creature."
,id_2808978551167315979,Fons Beren,Fons Beren,Dark Elf,Male,,,Greeting,,"Hey there, pal! Thanks again for setting me up with Marena Gilnith. It's worked out better than I ever thought it could."
,id_8331309082848629230,Fons Beren,Fons Beren,Dark Elf,Male,,,Topic,,"Well, what can I say? I don't mean to brag, but I do have quite a way with the ladies. Ask around, they'll tell you what a great lover I am. But just between you and me, the women here in Mournhold that I've met don't really hold my interest, if you catch my drift. So I'm on the prowl for some, ah, 'fresh meat'. Heh, heh. Let me know if you meet any, will you?"
,id_911913199422028421,galos mathendis,Galos Mathendis,Dark Elf,Male,Telvanni,Mouth,Greeting,,Did you deliver the Daedra skin to Master Aryon?
,id_30740206681129418664,gals arethi,Gals Arethi,Dark Elf,Male,,,Topic,,"My ship, 'Elf-Skerring', can carry you from Sadrith Mora to Ebonheart, Tel Branora, Tel Mora, or Dagon Fel."
,id_203532287815320936,gilvas barelo,Gilvas Barelo,Dark Elf,Male,,,Greeting,,"%PCName? I'm Master Gilvas Barelo, the abbot of Holamayan Monastery. Thank you for helping Mehra Milo. She says you are interested in 'lost prophecies'. I believe we can help you."
,id_2503712409524725855,gilvas barelo,Gilvas Barelo,Dark Elf,Male,,,Topic,,"I have reviewed the Apographa, and have found two passages of particular interest. We've made copies of these passages to give you. Many are familiar with the two Nerevarine prophecies current among the Ashlanders called 'The Stranger' and 'The Seven Visions'. We have two other prophecies, 'The Lost Prophecy' and 'The Seven Curses', that may offer additional insights into the riddles surrounding the coming of the Incarnate. Perhaps these are the Lost Prophecies that your friend Nibani Maesa told you about."
,id_22365249941864310790,gilvas barelo,Gilvas Barelo,Dark Elf,Male,,,Topic,,"The Hierographa are the collected priestly writings of the Temple. The Apographa are the 'hidden writings' -- secrets known only at the highest levels of priesthood and inquisition. Defying the Temple, we have gathered as much of the Apographa as we can here in Holamayan. One of the chief disputes between the Temple and the Dissident priests is that the Temple hides the truth from its followers."
,id_12932262922113427634,gothren,Gothren,Dark Elf,Male,Telvanni,Archmagister,Topic,,"I said, I will need some time to reflect and consider, and to confer with the other Telvanni councilors. And I told you to leave me. Don't make me repeat myself."
,id_17211253682115810161,han-ammu,Han-Ammu,Dark Elf,Male,Ashlanders,Brother,Topic,,I thank you for your lesson. I shall be Ashkhan of the Erabenimsun. And I shall name you Nerevarine.
,id_1567916150831919455,han-ammu,Han-Ammu,Dark Elf,Male,Ashlanders,Brother,Topic,,"Thank you. Your lesson is clear. It is the amulet that gives courage in battle, and it is the idea of the amulet that gives confidence to the tribe, but it is the ashkhan who wears the amulet, the ashkhan who accepts responsibility for the safety of the tribe, who holds the fate of the tribe in his hands. Now, with Ulath-Pal dead, I hold the fate of the tribe in my hands and I must accept that responsibility. Thank you for your lesson. I shall be Ashkhan of the Erabenimsun. And I shall name you Nerevarine."
,id_12813265351343023125,han-ammu,Han-Ammu,Dark Elf,Male,Ashlanders,Brother,Topic,,"Thank you. Your lesson is clear. It is the amulet that gives courage in battle, and it is the idea of the amulet that gives confidence to the tribe, but it is the ashkhan who wears the amulet, the ashkhan who accepts responsibility for the safety of the tribe, who holds the fate of the tribe in his hands. Now, with Ulath-Pal dead, I hold the fate of the tribe in my hands and I must accept that responsibility. Thank you for your lesson. I shall be Ashkhan of the Erabenimsun. And I shall name you Nerevarine."
,id_285243702299527239,han-ammu,Han-Ammu,Dark Elf,Male,Ashlanders,Brother,Topic,,"Thank you. Your lesson is clear. It is the ashkhan who bears the axe, the ashkhan who accepts responsibility for the safety of the tribe, who holds the fate of the tribe in his hands. Now, with Ulath-Pal dead, I hold the fate of the tribe in my hands, and I must accept that responsibility. Thank you for your lesson. I shall be Ashkhan of the Erabenimsun. And I do not need the axe... you should keep it for yourself. And if you wish, I shall also name you Nerevarine."
,id_23655935878867293,han-ammu,Han-Ammu,Dark Elf,Male,Ashlanders,Brother,Topic,,"Thank you. Your lesson is clear. It is the ashkhan who wears the robe, the ashkhan who accepts responsibility for the safety of the tribe, who holds the fate of the tribe in his hands. Now, with Ulath-Pal dead, I hold the fate of the tribe in my hands, and I must accept that responsibility. Thank you for your lesson. I shall be Ashkhan of the Erabenimsun. And I do not need the robe... you should keep it for yourself. And if you wish, I shall also name you Nerevarine."
,id_10187246142699128506,han-ammu,Han-Ammu,Dark Elf,Male,Ashlanders,Brother,Topic,,"Thank you. Your lesson is clear. It is the axe that gives strength in war, and it is the idea of the axe that gives confidence to the tribe, but it is the ashkhan who bears the axe, the ashkhan who accepts responsibility for the safety of the tribe, who holds the fate of the tribe in his hands. Now, with Ulath-Pal dead, I hold the fate of the tribe in my hands, and I must accept that responsibility. Thank you for your lesson. I shall be Ashkhan of the Erabenimsun. And I shall name you Nerevarine."
,id_735415167141210007,han-ammu,Han-Ammu,Dark Elf,Male,Ashlanders,Brother,Topic,,"Thank you. Your lesson is clear. It is the axe that gives strength in war, and it is the idea of the axe that gives confidence to the tribe, but it is the ashkhan who bears the axe, the ashkhan who accepts responsibility for the safety of the tribe, who holds the fate of the tribe in his hands. Now, with Ulath-Pal dead, I hold the fate of the tribe in my hands, and I must accept that responsibility. Thank you for your lesson. I shall be Ashkhan of the Erabenimsun. And I shall name you Nerevarine."
,id_31615131651299332176,han-ammu,Han-Ammu,Dark Elf,Male,Ashlanders,Brother,Topic,,"Thank you. Your lesson is clear. It is the robe that gives wisdom in counsel, and it is the idea of the robe that gives confidence to the tribe, but it is the ashkhan who wears the robe, the ashkhan who accepts responsibility for the safety of the tribe, who holds the fate of the tribe in his hands. Now, with Ulath-Pal dead, I hold the fate of the tribe in my hands, and I must accept that responsibility. Thank you for your lesson. I shall be Ashkhan of the Erabenimsun. And I shall name you Nerevarine."
,id_313979681305707880,han-ammu,Han-Ammu,Dark Elf,Male,Ashlanders,Brother,Greeting,,"You have slain one of the peace-loving Erabenimsun. You deserve to die. Though we have no champion to bring us justice, we still have our pride. We will not speak with you, even though you threaten to murder us, too."
,id_26615702321628523,han-ammu,Han-Ammu,Dark Elf,Male,Ashlanders,Brother,Topic,,"Your lesson is clear. It is the amulet that gives courage in battle, and it is the idea of the amulet that gives confidence to the tribe, but it is the ashkhan who wears the amulet, the ashkhan who accepts responsibility for the safety of the tribe, who holds the fate of the tribe in his hands. Now, with Ulath-Pal dead, I hold the fate of the tribe in my hands, and I must accept that responsibility. Thank you for your lesson. I shall be Ashkhan of the Erabenimsun. And I shall name you Nerevarine."
,id_26588194362381330374,han-ammu,Han-Ammu,Dark Elf,Male,Ashlanders,Brother,Topic,,"Your lesson is clear. It is the robe that gives wisdom in counsel, and it is the idea of the robe that gives confidence to the tribe, but it is the ashkhan who wears the robe, the ashkhan who accepts responsibility for the safety of the tribe, who holds the fate of the tribe in his hands. Now, with Ulath-Pal dead, I hold the fate of the tribe in my hands, and I must accept that responsibility. Thank you for your lesson. I shall be Ashkhan of the Erabenimsun. And I shall name you Nerevarine."
,id_1020529956883332747,hassour zainsubani,Hassour Zainsubani,Dark Elf,Male,Thieves Guild,Operative,Topic,,"Even I can reason this for you. The Sharmat Dagoth Ur invites you to visit him at Red Mountain. He offers to change you, to give you power, and enlist you in driving the n'wah from Morrowind. 'N'wah' means 'foreigner' or 'slave'. I think this is a harmful vision often given to Ashlanders who are tested in the highlands beneath Red Mountain. But you are called, by name, Lord Nerevar. If you know of the Nerevarine cult, then surely you can understand the significance."
,id_2513327509818321523,hassour zainsubani,Hassour Zainsubani,Dark Elf,Male,Thieves Guild,Operative,Topic,,"I am too old to travel, now, to risk the beasts and bitter blights of the Wastes. Now I sit here warm and savor my imported Cyrodiilic brandy, while my adventurous son, Hannat Zainsubani, assists me in my trade, seeking out sources of fine ebony, and fetching them at fine prices."
,id_94984830546621456,hassour zainsubani,Hassour Zainsubani,Dark Elf,Male,Thieves Guild,Operative,Topic,,"I have heard it said that prophecies foretell the return of a reincarnated Nerevar, who shall drive the foreigners from the Ashlands and who shall cast down the false gods of the Temple, and restore the true worship of the Ancestors. It is a dream that would appeal to every Ashlander, but it is thought but a silly ancient legend, and little more, by many Ashlanders - myself included."
,id_64511245481011284,hassour zainsubani,Hassour Zainsubani,Dark Elf,Male,Thieves Guild,Operative,Topic,,"They worship the Great Ashkhan and Hortator, Nerevar Moon-and-Star, who in ages past destroyed the evil, godless dwarves and banished the treacherous Dagoth Ur and his foul hosts beneath Red Mountain. The cult is of small consequence in Ashlander worship, and only among the Urshilaku do its followers have any influence. Other Ashlander tribes share the sentiments of the cult, but regard the Nerevarine prophecies with suspicion and skepticism."
,id_2572695032553211367,hassour zainsubani,Hassour Zainsubani,Dark Elf,Male,Thieves Guild,Operative,Topic,,"This is a gift for me? A copy of 'The Five Far Stars'. Noble words of noble warriors. I gratefully accept your gift. My people have never loved the written word, and I lament their ignorant scorn for such common yet potent magic. I thank you, and I honor your courtesy, %PCName. It would please me to return your courtesy by answering your questions. What would you wish to know about the Ashlanders and the Nerevarine cult?"
,id_312089280560724489,hlaren ramoran,Hlaren Ramoran,Dark Elf,Male,Redoran,Councilman,Topic,,"Good. The taxes are all here. I have one more request before I give you my support on the council, I would like for you to find an old acquaintance of mine, Nalvilie Saren."
,id_19115280293018318990,hloris farano,Hloris Farano,Dark Elf,Male,Temple,Acolyte,Greeting,,"Welcome to the Sadrith Mora Temple. No... we are not Telvanni wizards. Look, I wear the vestments of the Temple. Though I understand your confusion. It is rather dark in here. And cramped. And it certainly doesn't look like a Temple, does it? But we do offer the standard Temple services here."
,id_261981432231976266,ienas sarandas,Ienas Sarandas,Dark Elf,Male,,,Topic,,"I decided to give my parents' house to the Temple. While I'm studying to be a priest, I will be serving here as a teacher, or doing anything else Almsivi requires. I'm sure my parents would be proud. And I feel so much better, now that I'm free of the guilt and shame of my former follies."
,id_1266284481779822971,ienas sarandas,Ienas Sarandas,Dark Elf,Male,,,Topic,,"Now I know what I must do. I must give my parents' house to the Temple. And I shall enter the Temple myself, and see if I can make something of my life. Thank you, %PCName. You've taught me a valuable lesson. From this day forward, I shall make my honest way in the world, and try to be of service to others."
,id_11841177871607520397,Irarak,Irarak,Dark Elf,Male,,,Greeting,,"What is it, human? Have you come to join my Brood?"
,id_3159687041617427450,Irarak,Irarak,Dark Elf,Male,,,Greeting,,"What is it, vampire? How may the Lord Irarak be of service to you?"
,id_1699953722518328587,kaushad,Kaushad,Dark Elf,Male,Ashlanders,Ashkhan,Topic,,Will this Argonian make the Telvanni deal with us fairly? Will this Argonian make the Empire give us better prices so that we can feed our people? Will this Argonian give us a place on the Council? Will this Argonian kill the blighted creatures and the outlaws that plague our village? Then we have no time for this Argonian.
