Delf M,Delf F,Helf M,Helf F,Welf M,Welf F,Orc M,Orc F,Khj M,Khj F,Arg M,Arg F,Imp M,Imp F,Nrd M,Nrd F,Brt M,Brt F,Rdg M,Rdg F,InfoId,SpeakerId,SpeakerName,Race,Gender,Faction,Rank,Type,PCRank,Dialogue
,,,,,,,,,,,,,,,,,,,,id_99114371753119066,,,,,,,Topic,,The Ministry of Truth is a celestial body suspended by Vivec's mighty power over the Great Temple of the High Fane in Vivec City.
,,,,,,,,,,,,,,,,,,,,id_234052926218859702,,,,,,,Topic,,The Ministry of Truth is a celestial body suspended by Vivec's mighty power over the Great Temple of the High Fane in Vivec City.
,,,,,,,,,,,,,,,,,,,,id_269661136721096816,,,,,,,Topic,,The Ministry of Truth is a celestial body suspended by Vivec's mighty power over the Great Temple of the High Fane in Vivec City.
,,,,,,,,,,,,,,,,,,,,id_18149142281899923281,,,,,,,Topic,,The Ministry of Truth was hollowed out to provide a prison and re-education center operated by the Temple Ordinators for the correction of heretics.
,,,,,,,,,,,,,,,,,,,,id_815714571607919905,,,,,,,Topic,,The Ministry of Truth is a celestial body suspended by Vivec's mighty power over the Great Temple of the High Fane in Vivec City.
,,,,,,,,,,,,,,,,,,,,id_687325283123591168,,,,,,,Topic,,"In the West they speak of three guilds of mercenaries and adventurers: the Fighters Guild, the Mages Guild, and the Thieves Guild. Each of these guilds by tradition acknowledge nine different disciplines as their proper areas of study and mastery. Thus it is common to speak of the nine fighter disciplines, the nine mage disciplines, and the nine stealth disciplines."
,,,,,,,,,,,,,,,,,,,,id_20784147783015421554,,,,,,,Topic,,"Mercantile skills are the skills of evaluation and negotiation -- the estimation of worth, and the resolution of conflicts over worth. The immediate goal is profit, of course, but more important is the long-term relationship, the client's loyalty and confidence. Money makes the world go 'round, true, but more important is the sense of getting value for your money."
,,,,,,,,,,,,,,,,,,,,id_119015479195691077,,,,,,,Topic,,"Take care when visiting an Ashlander camp. Among clan and kin, Ashlander courtesy is very proper and polite, but you are a stranger, so remember that Ashlanders hate foreigners. Ashlander challenges are very solemn and serious things; do not make a challenge lightly. And know the customs of Ashlander gifts; they are not offended by gifts of money, and take them as tokens of deference and respect. And among outcast Ashlanders, beware the mabrigash, renegade witch-warrior women who practice dark magics."
,,,,,,,,,,,,,,,,,,,,id_32611217892862814236,,,,,,,Topic,,"Among outcast Ashlanders, beware the mabrigash, renegade witch-warrior women who practice dark magics."
,,,,,,,,,,,,,,,,,,,,id_17647133192250526165,,,,,,,Topic,,"Know the customs of Ashlander gifts; they are not offended by gifts of money, and take them as tokens of deference and respect."
,,,,,,,,,,,,,,,,,,,,id_1292822784202393605,,,,,,,Topic,,Ashlander challenges are very solemn and serious things; do not make a challenge lightly.
,,,,,,,,,,,,,,,,,,,,id_7923113692839417644,,,,,,,Topic,,"Take care when visiting an Ashlander camp. Among clan and kin, Ashlander courtesy is very proper and polite, but you are a stranger, so remember that Ashlanders hate foreigners."
,,,,,,,,,,,,,,,,,,,,id_2432486371929512484,,,,,,,Topic,,I hope you found 'Short History of Morrowind' useful.
,,,,,,,,,,,,,,,,,,,,id_27365739087626328,,,,,,,Topic,,"Here's a copy of a short work by Jeanette Sitte distributed by the Imperial cult. For a good treatment of Morrowind since it became part of the Empire, look for 'On Morrowind, the Imperial Province', by Erramanwe of Sunhold. Both are by Imperial scholars, but balanced and fair."
,,,,,,,,,,,,,,,,,,,,id_14890311583243729807,,,,,,,Topic,,"The most popular beverages are mazte (a local beer brewed from fermented saltrice) and sujamma (a potent, bitter liquor)."
,,,,,,,,,,,,,,,,,,,,id_27160263883117422496,,,,,,,Topic,,The most popular sources of protein are kwama eggs and the meat of the domesticated guar.
,,,,,,,,,,,,,,,,,,,,id_13223185362452423784,,,,,,,Topic,,"Bittergreen (a fast-growing slime triggered by rain) is safe and nourishing when boiled, though highly toxic if eaten raw."
,,,,,,,,,,,,,,,,,,,,id_4734257068643390,,,,,,,Topic,,"Hackle-lo (a hardy succulent edible leafy green) is a reliable year-round vegetable, eaten cooked or raw."
,,,,,,,,,,,,,,,,,,,,id_185191974023944053,,,,,,,Topic,,"The staple is the saltrice grain, usually eaten as a cooked porridge mixed with scuttle (a cheese-like food from giant domesticated beetles)."
,,,,,,,,,,,,,,,,,,,,id_382422720991225213,,,,,,,Topic,,"The most popular sources of protein are kwama eggs and the meat of the domesticated guar. The most popular beverages are mazte (a local beer brewed from fermented saltrice) and sujamma (a potent, bitter liquor)."
,,,,,,,,,,,,,,,,,,,,id_923430903731927306,,,,,,,Topic,,"The staple is the saltrice grain, usually eaten as a cooked porridge mixed with scuttle (a cheese-like food from giant domesticated beetles). Hackle-lo (a hardy succulent edible leafy green) is a reliable year-round vegetable, eaten cooked or raw, and bittergreen (a fast-growing slime triggered by rain) is safe and nourishing when boiled, though highly toxic if eaten raw."
,,,,,,,,,,,,,,,,,,,,id_53223680486018352,,,,,,,Topic,,"The Velothi are people of Ashlander stock who have abandoned nomadic life and settled among the native Dunmer; the Velothi are despised by their Ashlander cousins as weak and soft, while the Dunmer look down upon the Velothi as an insignificant underclass."
,,,,,,,,,,,,,,,,,,,,id_6348107772987417634,,,,,,,Topic,,"The Ashlander culture is an anachronistic survival of the ancestor-worshipping tribal culture that evolved into the theocratic Great House culture of the native Dunmer. The Ashlanders perversely prefer the impoverished physical culture and subsistence economy of the Ashland nomadic herder-hunter, and their ancestor worship is shamanistic and primitive by Dunmer and Imperial standards."
,,,,,,,,,,,,,,,,,,,,id_8690279262223329788,,,,,,,Topic,,"The Devil's evil dreams are gone, %PCName. Dagoth Ur is dead. Now my people can dream in peace."
,,,,,,,,,,,,,,,,,,,,id_1686650803087916925,,,,,,,Topic,,"The Devil's evil dreams are gone, %PCName. Dagoth Ur is dead. Now my people can dream in peace."
,,,,,,,,,,,,,,,,,,,,id_5472310261259519094,,,,,,,Topic,,"These dreams are the sendings of the Sharmat Dagoth Ur. They are evil sendings, black lies. Do not listen to these dreams, or they will drive you mad."
,,,,,,,,,,,,,,,,,,,,id_78871123156192889,,,,,,,Topic,,"These dreams are the sendings of the Sharmat Dagoth Ur. They are evil sendings, black lies. Do not listen to these dreams, or they will drive you mad."
,,,,,,,,,,,,,,,,,,,,id_26208841637366808,,,,,,,Topic,,Speak to a wise woman. They know the lore of dreams.
,,,,,,,,,,,,,,,,,,,,id_3227161422484318395,,,,,,,Topic,,I gave at the Temple.
,,,,,,,,,,,,,,,,,,,,id_1775516931337716711,,,,,,,Topic,,"I'm sorry, citizen, but you must speak to our leader, the consul, Im-Kilaya. We cannot help you."
,,,,,,,,,,,,,,,,,,,,id_2122736328571893,,,,,,,Topic,,Sorry. No.
,,,,,,,,,,,,,,,,,,,,id_28983252441275611494,,,,,,,Topic,,Go away.
,,,,,,,,,,,,,,,,,,,,id_29042100451123317474,,,,,,,Topic,,They've been at each other's throats since they got here over which one is a better mage and whether Khajiit are better thieves than Bosmer.
,,,,,,,,,,,,,,,,,,,,id_323123321157259513,,,,,,,Topic,,It doesn't surprise me.
,,,,,,,,,,,,,,,,,,,,id_967520225685214931,,,,,,,Topic,,Speak with Nileno Dorvayn
,,,,,,,,,,,,,,,,,,,,id_236626059406915851,,,,,,,Topic,,Go to the Balmora Council Manor. It is on the hill on the west side of town.
,,,,,,,,,,,,,,,,,,,,id_1489427743098410987,,,,,,,Topic,,She's the Knight in charge of the Buckmoth Garrison here. You can usually find her downstairs at the shrine in the fort.
,,,,,,,,,,,,,,,,,,,,id_5733209191262622421,,,,,,,Topic,,"If this is about a donation from Cunius Pelelius, you'd best talk directly to him."
,,,,,,,,,,,,,,,,,,,,id_17512309252244975,,,,,,,Topic,,His farm is east of here.
,,,,,,,,,,,,,,,,,,,,id_1588755843111915946,,,,,,,Topic,,His farm is up the road to the northeast.
,,,,,,,,,,,,,,,,,,,,id_17607222772842522721,,,,,,,Topic,,"His farm is east of here, past the Dren and Arvel Plantations."
,,,,,,,,,,,,,,,,,,,,id_27652291822051931595,,,,,,,Topic,,I don't know. Such might refer to any ruin or tomb. Perhaps you should consult with a Dunmer savant. Such learned men are better suited to puzzle out the riddle words of vision and prophecy.
,,,,,,,,,,,,,,,,,,,,id_118213247188993868,,,,,,,Topic,,That might be any Dunmer ancestral tomb. The ancient Dunmer word for ancestral tomb is 'cardruhn'. 'Ruhn' translates as 'home' or 'hearth-hall'. 'Card' means 'undeparted kin-wardens'. The sense is very close to your phrase 'Halls of the Dead'.
,,,,,,,,,,,,,,,,,,,,id_20353384829419386,,,,,,,Topic,,That might be any Dunmer ancestral tomb. The ancient Dunmer word for ancestral tomb is 'cardruhn'. 'Ruhn' translates as 'home' or 'hearth-hall'. 'Card' means 'undeparted kin-wardens'. The sense is very close to your phrase 'Halls of the Dead'.
,,,,,,,,,,,,,,,,,,,,id_166087851215241700,,,,,,,Topic,,%Name hears that Ra'Zhid had Dwemer artifacts. %Name tells you because %Name does not like Ra'Zhid.
,,,,,,,,,,,,,,,,,,,,id_4732196832773417472,,,,,,,Topic,,I don't know anything about that.
,,,,,,,,,,,,,,,,,,,,id_2760747682152631446,,,,,,,Topic,,I heard Ra'Zhid over at FatLeg's Drop Off was looking for a buyer.
,,,,,,,,,,,,,,,,,,,,id_30087211412896015428,,,,,,,Topic,,"Artifacts salvaged from Dwemer ruins are valuable, but protected under Imperial law, and trade in such artifacts is illegal. Most valuable are Dwarven weapons and armor, both for their superb craftsmanship, and for their value to collectors and scholars."
,,,,,,,,,,,,,,,,,,,,id_311149155631310478,,,,,,,Topic,,Ser Avon Oran's egg mine? Just go south around those hills to the east. Then follow the hills back north from the river and you can't miss it.
,,,,,,,,,,,,,,,,,,,,id_1377398571164825576,,,,,,,Topic,,Hm. I believe Berengeval said something about that once. Perhaps you should ask him.
,,,,,,,,,,,,,,,,,,,,id_126732576520339297,,,,,,,Topic,,Berengeval has a strange amulet. He's a guard in the general quarters.
,,,,,,,,,,,,,,,,,,,,id_3191132634529326094,,,,,,,Topic,,Berengeval has a strange amulet. He's a guard in the general quarters.
,,,,,,,,,,,,,,,,,,,,id_58130851160031404,,,,,,,Topic,,This is Erabenimsun camp.
,,,,,,,,,,,,,,,,,,,,id_29257327092127715645,,,,,,,Topic,,"Find Tel Fyr, the tower of Divayth Fyr, on the southern coast of Zafirbel Bay. Tel Fyr is due south from Tel Aruhn, across the bay. Then follow the mainland coastline south until you pass a one-yurt outcast camp. Look southwest for a valley heading west, inland. Follow the valley west, turning south with it, until you see the camp in a small hollow surrounded by hills."
,,,,,,,,,,,,,,,,,,,,id_304213482752510432,,,,,,,Topic,,"Find Tel Fyr, the tower of Divayth Fyr, on the southern coast of Zafirbel Bay. Tel Fyr is due south from Tel Aruhn, across the bay. Then follow the mainland coastline south until you pass a one-yurt outcast camp. Look southwest for a valley heading west, inland. Follow the valley west, turning south with it, until you see the camp in a small hollow surrounded by hills."
,,,,,,,,,,,,,,,,,,,,id_16346166811715129232,,,,,,,Topic,,"The camp itself lies north-northwest of Mt. Assarnibibi in the wastelands of Molag Amur. There are no tracks, few landmarks, and the going is difficult. Even we Ashlanders get lost in Molag Amur. You can't go straight; lava lakes, ridges, and ravines block all routes. An outlander like you? Walk north like a pilgrim from Molag Mar, find the shrine at Mount Assarnibibi, then from there search north for the camp."
,,,,,,,,,,,,,,,,,,,,id_151028097240432189,,,,,,,Topic,,"The camp itself lies north-northwest of Mt. Assarnibibi in the wastelands of Molag Amur. There are no tracks, few landmarks, and the going is difficult. Even we Ashlanders get lost in Molag Amur. You can't go straight; lava lakes, ridges, and ravines block all routes. An outlander like you? Walk north like a pilgrim from Molag Mar, find the shrine at Mount Assarnibibi, then from there search north for the camp."
,,,,,,,,,,,,,,,,,,,,id_101959143184119976,,,,,,,Topic,,"Erabenimsun camp lies north as the racer flies, between Mt. Kand and Mt. Assarnibibi and beyond. The camp itself lies north-northwest of Mt. Assarnibibi. There is no track, and the going is difficult. You'll need to turn and backtrack to avoid obstacles like lava lakes. The camp itself is a group of five or six yurts."
,,,,,,,,,,,,,,,,,,,,id_18271123811149321082,,,,,,,Topic,,"The Erabenimsun are the Ashlanders of Molag Amur, a barren wasteland of rock, lava, and smoke southeast of Red Mountain. Erabenimsun camp is inland, halfway between the coast and Red Mountain. Here. Let me mark it on your map. The nearest settlement is the stronghold oasis of Molag Maar, on the southeast coast of Vvardenfell. You can get a ship from Vivec to Molag Maar, or silt strider from Suran to Molag Maar. From Molag Maar, head north cross-country -- very nasty country -- to Erabenimsun camp."
,,,,,,,,,,,,,,,,,,,,id_1261411244476611407,,,,,,,Topic,,"The Erabenimsun are the Ashlanders of Molag Amur, a barren wasteland of rock, lava, and smoke southeast of Red Mountain. Erabenimsun camp is inland, halfway between the coast and Red Mountain. Here. Let me mark it on your map. The nearest settlement is the stronghold oasis of Molag Maar, on the southeast coast of Vvardenfell. You can get a ship from Vivec to Molag Maar, or silt strider from Suran to Molag Maar. From Molag Maar, head north cross-country -- very nasty country -- to Erabenimsun camp."
,,,,,,,,,,,,,,,,,,,,id_1971923390306591834,,,,,,,Topic,,"The Erabenimsun are the Ashlanders of Molag Amur, a barren wasteland of rock, lava, and smoke southeast of Red Mountain. Erabenimsun camp is inland, halfway between the coast and Red Mountain. Here. Let me mark it on your map. The nearest settlement is the stronghold oasis of Molag Maar, on the southeast coast of Vvardenfell. You can get a ship from Vivec to Molag Maar, or silt strider from Suran to Molag Maar. From Molag Maar, head north cross-country -- very nasty country -- to Erabenimsun camp."
,,,,,,,,,,,,,,,,,,,,id_32348105661899616090,,,,,,,Topic,,"The Erabenimsun are the Ashlanders of Molag Amur, a barren wasteland of rock, lava, and smoke southeast of Red Mountain. Erabenimsun camp is inland, halfway between the coast and Red Mountain. Here. Let me mark it on your map. The nearest settlement is the stronghold oasis of Molag Maar, on the southeast coast of Vvardenfell. You can get a ship from Vivec to Molag Maar, or silt strider from Suran to Molag Maar. From Molag Maar, head north cross-country -- very nasty country -- to Erabenimsun camp."
,,,,,,,,,,,,,,,,,,,,id_13131304041806616580,,,,,,,Topic,,"The Ashlander Erabenimsun tribe has a permanent settlement at Erabenimsun camp, an isolated hut settlement in the middle of the desolate Molag Amur region."
,,,,,,,,,,,,,,,,,,,,id_313852664655001203,,,,,,,Topic,,You have been expelled.
,,,,,,,,,,,,,,,,,,,,id_247698252299479832,,,,,,,Topic,,The Writ on Mistress Therana has been executed.
,,,,,,,,,,,,,,,,,,,,id_7274274631860609,,,,,,,Topic,,"Mistress Therana is already dead? Our Hlaalu client will be pleased. As %PCRank, you deserve the full payment."
,,,,,,,,,,,,,,,,,,,,id_2789416162641318477,,,,,,,Topic,,"You have honorably executed Mistress Therana, a most dangerous foe. I am impressed, %PCRank. Please accept the payment for this Writ."
,,,,,,,,,,,,,,,,,,,,id_147277169554925860,,,,,,,Topic,,"I have given this Writ to you already, %PCName."
,,,,,,,,,,,,,,,,,,,,id_32462209701798021522,,,,,,,Topic,,"I have given this Writ to you already, %PCName. As you know, Writs are issued only once. Your official paperwork will exonerate you from your deeds when you are confronted by the authorities - so guard it well. If you have lost it, you will have to suffer punishment for your crimes. This can be costly... very costly. But members of the %Faction must have immaculate reputations."
,,,,,,,,,,,,,,,,,,,,id_2648132871790518611,,,,,,,Topic,,Mistress Therana is a dangerous and unstable Telvanni wizard. She lives in the Tower of Tel Branora. Take this Writ and end her insanity.
,,,,,,,,,,,,,,,,,,,,id_12276284861507021461,,,,,,,Topic,,"The Dark Brotherhood is a depraved perversion of the ancient law-abiding order of the Morag Tong. They do not advertise their services or their creed, but they are an outlawed secret society of assassins with an evil reputation, and are often associated with Daedra worship. The Morag Tong is the sworn enemy of the Dark Brotherhood."
,,,,,,,,,,,,,,,,,,,,id_256278940312044066,,,,,,,Topic,,"The Dark Brotherhood is an ancient secret association of assassins. They do not advertise their services or their creed, but they are an outlawed secret society with an evil reputation, and are often associated with Daedra worship. The Morag Tong claims the Dark Brotherhood is a depraved perversion of their ancient law-abiding order of assassins, and the Morag Tong is the sworn enemy of the Dark Brotherhood."
,,,,,,,,,,,,,,,,,,,,id_676698511543019021,,,,,,,Topic,,"The Morag Tong claims the Dark Brotherhood is a depraved perversion of their ancient law-abiding order of assassins, and the Morag Tong is the sworn enemy of the Dark Brotherhood."
,,,,,,,,,,,,,,,,,,,,id_2583921482320424032,,,,,,,Topic,,"The Morag Tong claims the Dark Brotherhood is a depraved perversion of their ancient law-abiding order of assassins, and the Morag Tong is the sworn enemy of the Dark Brotherhood."
,,,,,,,,,,,,,,,,,,,,id_1527726720279217874,,,,,,,Topic,,"The Dark Brotherhood do not advertise their services or their creed, but they are an outlawed secret society with an evil reputation, and are often associated with Daedra worship."
,,,,,,,,,,,,,,,,,,,,id_31019308642441213060,,,,,,,Topic,,"The Dark Brotherhood do not advertise their services or their creed, but they are an outlawed secret society with an evil reputation, and are often associated with Daedra worship."
,,,,,,,,,,,,,,,,,,,,id_100490503012926648,,,,,,,Topic,,The Dark Brotherhood is an ancient secret association of assassins.
,,,,,,,,,,,,,,,,,,,,id_2886667992198222377,,,,,,,Topic,,The Dark Brotherhood is an ancient secret association of assassins.
,,,,,,,,,,,,,,,,,,,,id_69012022782525615,,,,,,,Topic,,You'll find her shack on the west side of town.
,,,,,,,,,,,,,,,,,,,,id_2058828352372932539,,,,,,,Topic,,The light-hearted Buoyant Armigers are rivals of the more solemn Ordinators in service to the Temple.
,,,,,,,,,,,,,,,,,,,,id_376198912745720443,,,,,,,Topic,,The light-hearted Buoyant Armigers are rivals of the more solemn Ordinators in service to the Temple.
,,,,,,,,,,,,,,,,,,,,id_266517651402330557,,,,,,,Topic,,The light-hearted Buoyant Armigers are rivals of the more solemn Ordinators in service to the Temple.
,,,,,,,,,,,,,,,,,,,,id_1046326246392616428,,,,,,,Topic,,The light-hearted Buoyant Armigers are rivals of the more solemn Ordinators in service to the Temple.
,,,,,,,,,,,,,,,,,,,,id_219811060177711594,,,,,,,Topic,,The Buoyant Armigers serve the Temple as champions and knights-errant.
,,,,,,,,,,,,,,,,,,,,id_731610433293037361,,,,,,,Topic,,The Buoyant Armigers serve the Temple as champions and knights-errant.
,,,,,,,,,,,,,,,,,,,,id_572331267185919424,,,,,,,Topic,,The Buoyant Armigers serve the Temple as champions and knights-errant.
,,,,,,,,,,,,,,,,,,,,id_162433985309822035,,,,,,,Topic,,The Buoyant Armigers serve the Temple as champions and knights-errant.
,,,,,,,,,,,,,,,,,,,,id_25932218652358821926,,,,,,,Topic,,"The Buoyant Armigers pattern themselves on Lord Vivec's heroic spirit of exploration and adventure, and they emulate his mastery of the varied arts of personal combat, chivalric courtesy, and subtle verse."
,,,,,,,,,,,,,,,,,,,,id_1406218168319157989,,,,,,,Topic,,"The Buoyant Armigers pattern themselves on Lord Vivec's heroic spirit of exploration and adventure, and they emulate his mastery of the varied arts of personal combat, chivalric courtesy, and subtle verse."
,,,,,,,,,,,,,,,,,,,,id_1739121333103420701,,,,,,,Topic,,"The Buoyant Armigers pattern themselves on Lord Vivec's heroic spirit of exploration and adventure, and they emulate his mastery of the varied arts of personal combat, chivalric courtesy, and subtle verse."
,,,,,,,,,,,,,,,,,,,,id_2994117576235708662,,,,,,,Topic,,"The Buoyant Armigers pattern themselves on Lord Vivec's heroic spirit of exploration and adventure, and they emulate his mastery of the varied arts of personal combat, chivalric courtesy, and subtle verse."
,,,,,,,,,,,,,,,,,,,,id_83702455797368832,,,,,,,Topic,,"The Buoyant Armigers is an small military order of the Temple, exclusively dedicated to and answering to Lord Vivec."
,,,,,,,,,,,,,,,,,,,,id_13346648153962120,,,,,,,Topic,,"The Buoyant Armigers is an small military order of the Temple, exclusively dedicated to and answering to Lord Vivec."
,,,,,,,,,,,,,,,,,,,,id_979252132199512404,,,,,,,Topic,,"The Buoyant Armigers is an small military order of the Temple, exclusively dedicated to and answering to Lord Vivec."
,,,,,,,,,,,,,,,,,,,,id_20943207603001718478,,,,,,,Topic,,"The Buoyant Armigers is an small military order of the Temple, exclusively dedicated to and answering to Lord Vivec."
,,,,,,,,,,,,,,,,,,,,id_31212125871957327625,,,,,,,Topic,,The light-hearted Buoyant Armigers are rivals of the more solemn Ordinators in service to the Temple.
,,,,,,,,,,,,,,,,,,,,id_30677216481540525151,,,,,,,Topic,,The Buoyant Armigers serve the Temple as champions and knights-errant.
,,,,,,,,,,,,,,,,,,,,id_871827595144425527,,,,,,,Topic,,"The Buoyant Armigers pattern themselves on Lord Vivec's heroic spirit of exploration and adventure, and they emulate his mastery of the varied arts of personal combat, chivalric courtesy, and subtle verse."
,,,,,,,,,,,,,,,,,,,,id_225032089852410941,,,,,,,Topic,,"The Buoyant Armigers is an small military order of the Temple, exclusively dedicated to and answering to Lord Vivec."
,,,,,,,,,,,,,,,,,,,,id_1460527266306966155,,,,,,,Topic,,"The Velothi Dunmer Hetman Abelmawia is the village hetman, and village steward for Hlaren Ramoran, Redoran Master, Councilor, Lord of Gnisis."
,,,,,,,,,,,,,,,,,,,,id_17083295952647228929,,,,,,,Topic,,"The Telvanni mage-lords are far too busy and important to attend council meetings. So they have representatives called 'Mouths' who attend to council business for them. Mouths are proteges of their wizards, and expected to step into their shoes when their masters die. Mouths have complete authority to speak for their lords, but they often defer the tough decisions to their masters."
,,,,,,,,,,,,,,,,,,,,id_16878356283055619,,,,,,,Topic,,"Redoran Compound is the canton south of the Foreign Quarter, west of and next to the Arena. The Redoran administrative center there includes the Redoran Treasury, Hall of Records, and Holding Cells. On the lowest tier is a Redoran shrine and ancestral vaults. Two noble families, the Sarens and the Dralors, have top-tier manors. There are many tradesmen, craftsmen, and trainers, and the Flowers of Gold cornerclub provides lodgings for Redoran kin and retainers."
,,,,,,,,,,,,,,,,,,,,id_47352361552226768,,,,,,,Topic,,"St. Delyn Canton and St. Olms Canton are residence cantons for commoners and paupers. The Temple charges very reasonable rents for comfortable workshops, shops, and apartments, and most of Vvardenfell's crafts and light industry is housed in these cantons. The Abbey of St. Delyn the Wise is on the top tier of St. Delyn, and Hlaalu Councilor Yngling Half-Troll has a top-tier manor on St. Olms."
,,,,,,,,,,,,,,,,,,,,id_274555612431324717,,,,,,,Topic,,"The nine disciplines traditionally associated with the Mages Guild are: enchant, destruction, alteration, illusion, conjuration, mysticism, restoration, alchemy, and unarmored."
,,,,,,,,,,,,,,,,,,,,id_28195284501790522903,,,,,,,Topic,,"Persons of all races and creeds can advance in wealth and status in commerce, the bureaucracy, and the military. However, moral and political corruption at the highest levels of Imperial society, and the economic strain of maintaining military occupations in widely separated hostile provinces like Morrowind, signals the impending decline of the Empire."
,,,,,,,,,,,,,,,,,,,,id_1722344857439856,,,,,,,Topic,,"Imperial culture is a pragmatic melting pot of the various contrasting cultures of the Imperial provinces, unified by a strong hereditary emperor and bureaucracy, the rule of law, a powerful professional army, and tolerance of disparate polytheistic cult worships. Education and wealth is broadly distributed through all social classes where Imperial culture has flourished; many citizens are literate and protected under Imperial law."
,,,,,,,,,,,,,,,,,,,,id_1230523871066732135,,,,,,,Topic,,"Law and custom despises dishonorable duelists. If the victim was bullied, intimidated, or goaded by a stronger party with suspect motives, magistrates often convict the stronger party of foul murder."
,,,,,,,,,,,,,,,,,,,,id_2327724180732821735,,,,,,,Topic,,"Law and custom despises dishonorable duelists. If the victim was bullied, intimidated, or goaded by a stronger party with suspect motives, magistrates often convict the stronger party of foul murder."
,,,,,,,,,,,,,,,,,,,,id_2587231348326267302,,,,,,,Topic,,"Law and custom despises dishonorable duelists. If the victim was bullied, intimidated, or goaded by a stronger party with suspect motives, magistrates often convict the stronger party of foul murder."
,,,,,,,,,,,,,,,,,,,,id_2046811448115568506,,,,,,,Topic,,"Law and custom despises dishonorable duelists. If the victim was bullied, intimidated, or goaded by a stronger party with suspect motives, magistrates often convict the stronger party of foul murder."
,,,,,,,,,,,,,,,,,,,,id_44741708864302635,,,,,,,Topic,,"Law and custom despises dishonorable duelists. If the victim was bullied, intimidated, or goaded by a stronger party with suspect motives, magistrates often convict the stronger party of foul murder."
,,,,,,,,,,,,,,,,,,,,id_11247222621833510600,,,,,,,Topic,,"A challenge of honor is a public declaration of a scandal against a private party. Only nobles fight duels, and the higher the rank, the stronger the obligation."
,,,,,,,,,,,,,,,,,,,,id_2348442222251027763,,,,,,,Topic,,"A challenge of honor is a public declaration of a scandal against a private party. Only nobles fight duels, and the higher the rank, the stronger the obligation."
,,,,,,,,,,,,,,,,,,,,id_27443138052432129892,,,,,,,Topic,,"A challenge of honor is a public declaration of a scandal against a private party. Only nobles fight duels, and the higher the rank, the stronger the obligation."
,,,,,,,,,,,,,,,,,,,,id_1950014902273329563,,,,,,,Topic,,"A challenge of honor is a public declaration of a scandal against a private party. Only nobles fight duels, and the higher the rank, the stronger the obligation."
,,,,,,,,,,,,,,,,,,,,id_413279612738710972,,,,,,,Topic,,"A challenge of honor is a public declaration of a scandal against a private party. Only nobles fight duels, and the higher the rank, the stronger the obligation."
,,,,,,,,,,,,,,,,,,,,id_296605852773810208,,,,,,,Topic,,Native Dunmer and Imperials alike recognize a noble's obligation to answer a challenge of honor.
,,,,,,,,,,,,,,,,,,,,id_2712204643069414934,,,,,,,Topic,,Native Dunmer and Imperials alike recognize a noble's obligation to answer a challenge of honor.
,,,,,,,,,,,,,,,,,,,,id_2801614776165274573,,,,,,,Topic,,Native Dunmer and Imperials alike recognize a noble's obligation to answer a challenge of honor.
,,,,,,,,,,,,,,,,,,,,id_463822949262916300,,,,,,,Topic,,Native Dunmer and Imperials alike recognize a noble's obligation to answer a challenge of honor.
,,,,,,,,,,,,,,,,,,,,id_12631213302957929956,,,,,,,Topic,,Native Dunmer and Imperials alike recognize a noble's obligation to answer a challenge of honor.
,,,,,,,,,,,,,,,,,,,,id_2361932395172234235,,,,,,,Topic,,"By ancient House custom, offended House nobles appealing to House councils may refuse to accept compensation and may demand death for many crimes."
,,,,,,,,,,,,,,,,,,,,id_9212230833048628591,,,,,,,Topic,,"Treason is a most serious crime, punished by death."
,,,,,,,,,,,,,,,,,,,,id_22044319832004811314,,,,,,,Topic,,"Theft, Trespass, Assault, Foul Murder, and Contempt are serious crimes; criminals must pay fines or serve sentences of hard labor."
,,,,,,,,,,,,,,,,,,,,id_15770164881764221545,,,,,,,Topic,,Noble House Dunmer have right of appeal to the House Councils; Imperial citizens have right of appeal to the King of Morrowind and his Dukes.
,,,,,,,,,,,,,,,,,,,,id_29974208083126821731,,,,,,,Topic,,Local Magistrates judge cases and determine sentences; local guards execute the judgements of the Magistrates and enforce the laws.
,,,,,,,,,,,,,,,,,,,,id_323682512967244696,,,,,,,Topic,,"Conflicts of Imperial and Great House Law are governed under the Treaty of the Armistice, which reserves most local government functions to the Dunmer Great House councils."
,,,,,,,,,,,,,,,,,,,,id_465920360320798657,,,,,,,Topic,,"Morrowind is governed under Imperial Law, and under the law and customs of the Dunmer Great Houses."
,,,,,,,,,,,,,,,,,,,,id_1623823293944831094,,,,,,,Topic,,"Theft, Trespass, Assault, Foul Murder, and Contempt are serious crimes; criminals must pay fines or serve sentences of hard labor. Treason is a most serious crime, punished by death. Noble House Dunmer have right of appeal to the House Councils; Imperial citizens have right of appeal to the King of Morrowind and his Dukes. By ancient House custom, offended House nobles appealing to House councils may refuse to accept compensation and may demand death for many crimes."
,,,,,,,,,,,,,,,,,,,,id_192634367966214018,,,,,,,Topic,,"Morrowind is governed under Imperial Law, and under the law and customs of the Dunmer Great Houses. Conflicts of Imperial and Great House Law are governed under the Treaty of the Armistice, which reserves most local government functions to the Dunmer Great House councils. Local Magistrates judge cases and determine sentences; local guards execute the judgements of the Magistrates and enforce the laws."
,,,,,,,,,,,,,,,,,,,,id_279791150930585101,,,,,,,Topic,,"The more effects you want, and the more powerful the effects, the more powerful the soul gem you will need to make the enchantment."
